video_id,channel,publish_date,title,thumbnail_url,views,likes,comments,image_path
Sc8u5lML4Fs,들다,2026-04-01T10:34:29Z,[260401] LIVE | D-87 | realsound | study with me | CPA,https://i.ytimg.com/vi/Sc8u5lML4Fs/hqdefault.jpg,2962,56.0,0.0,data/raw/images/Sc8u5lML4Fs.jpg
DEWBX7CIRSE,doremi_diaries,2026-04-01T14:33:56Z,calm aesthetic study with me ✨🖇️ #studentlife #desksetup #aestheticdesk #5010pomodorostudywithme,https://i.ytimg.com/vi/DEWBX7CIRSE/hqdefault.jpg,1099,16.0,8.0,data/raw/images/DEWBX7CIRSE.jpg
NjDpNFm6rhg,Dee Willis | Claude Code & AI Automation,2026-04-01T17:30:08Z,How to Set Up Paperclip AI with Claude Code (No Coding Required),https://i.ytimg.com/vi/NjDpNFm6rhg/hqdefault.jpg,8,1.0,1.0,data/raw/images/NjDpNFm6rhg.jpg
6Ps10R4Eh_o,Real Vintage Dolls House,2025-05-19T18:00:04Z,Underconsumption Core- The New Rationing!?,https://i.ytimg.com/vi/6Ps10R4Eh_o/hqdefault.jpg,59715,4389.0,382.0,data/raw/images/6Ps10R4Eh_o.jpg
bz1c2cPFtac,jasmine nichole!!,2025-12-28T18:00:42Z,UNDER consumption core 🛍️♻️| thrift with me try on haul,https://i.ytimg.com/vi/bz1c2cPFtac/hqdefault.jpg,445,12.0,7.0,data/raw/images/bz1c2cPFtac.jpg
mjdvnHGhxc8,Trends Mia  - Fashion and Trends ,2025-08-04T23:10:00Z,🔴50 TRENDS THAT WILL BE IN STYLE IN 2026!,https://i.ytimg.com/vi/mjdvnHGhxc8/hqdefault.jpg,166726,3053.0,137.0,data/raw/images/mjdvnHGhxc8.jpg
m4TS-7MoZlg,Dhani ,2025-05-03T14:01:07Z,Finally giving you a flip through of my JOURNAL 🤧🌷 #journal #flipthrough #aesthetic #cute #class12,https://i.ytimg.com/vi/m4TS-7MoZlg/hqdefault.jpg,349476,13977.0,153.0,data/raw/images/m4TS-7MoZlg.jpg
ZBLqQZ4JAPU,Susannah Friesen,2025-07-28T13:01:06Z,5 Things We Normalize and Overconsume Without Question,https://i.ytimg.com/vi/ZBLqQZ4JAPU/hqdefault.jpg,985768,30169.0,5267.0,data/raw/images/ZBLqQZ4JAPU.jpg
lqYx37m-xXY,MM Design,2025-10-24T12:15:05Z,Fashion Color trends SS26 Pantone Color Predictions,https://i.ytimg.com/vi/lqYx37m-xXY/hqdefault.jpg,17101,967.0,151.0,data/raw/images/lqYx37m-xXY.jpg
wMsJN6tpd-Q,OnlyPlants,2026-01-17T13:01:50Z,2025 Recap AND Exciting Plant Trend Forecast For 2026!,https://i.ytimg.com/vi/wMsJN6tpd-Q/hqdefault.jpg,31095,1494.0,215.0,data/raw/images/wMsJN6tpd-Q.jpg
ZfXpiZw1KbQ,Curious Crafts Studio,2026-04-01T12:47:10Z,Study with me until the ice melts 🧊⏳ #studymotivation #studywithme #studychallange  #icemelts,https://i.ytimg.com/vi/ZfXpiZw1KbQ/hqdefault.jpg,1705,14.0,0.0,data/raw/images/ZfXpiZw1KbQ.jpg
MbAYrQknc9I,Pascal Zoels,2026-03-31T16:03:21Z,LIVE | 7-HOUR study with me 📚⛈️ rain sounds & pomodoro timer 60 & 10,https://i.ytimg.com/vi/MbAYrQknc9I/hqdefault.jpg,13579,398.0,41.0,data/raw/images/MbAYrQknc9I.jpg
PxpglXe4FyA,BridgeMind,2026-02-26T18:42:36Z,Setting Up My OpenClaw Agents For Vibe Coding,https://i.ytimg.com/vi/PxpglXe4FyA/hqdefault.jpg,7437,314.0,1.0,data/raw/images/PxpglXe4FyA.jpg
EV5_JYwS7Yw,The Nasty Naturalist,2025-09-13T03:51:39Z,Upcycling a spiral-bound notebook to the field journal of my dreams!,https://i.ytimg.com/vi/EV5_JYwS7Yw/hqdefault.jpg,3033062,52201.0,462.0,data/raw/images/EV5_JYwS7Yw.jpg
1Vp8vDo-36A,Aesthetic Outlet,2025-06-19T12:45:00Z,Notebook covers! 🍨🔮#shorts #aesthetic #notebook #cover #art #subscribe #trending #ideas #design,https://i.ytimg.com/vi/1Vp8vDo-36A/hqdefault.jpg,255704,,46.0,data/raw/images/1Vp8vDo-36A.jpg
QhRM5jSGMy0,Ashley Medina,2025-12-17T22:03:37Z,Underconsumption core✨🧺 #decluttering #intentionalliving #minimalism #minimalist #underconsumption,https://i.ytimg.com/vi/QhRM5jSGMy0/hqdefault.jpg,2422,36.0,2.0,data/raw/images/QhRM5jSGMy0.jpg
cgup3H9R1j8,Laney Jean,2025-11-21T13:34:57Z,Underconsumption Core✨ aka normal life💕 #underconsumption #sustainability,https://i.ytimg.com/vi/cgup3H9R1j8/hqdefault.jpg,29310,975.0,7.0,data/raw/images/cgup3H9R1j8.jpg
dqr2AjTQJUw,Simply Mariela,2026-01-16T21:26:01Z,These reusable products saved me so much money #frugalliving #sustainability #underconsumption,https://i.ytimg.com/vi/dqr2AjTQJUw/hqdefault.jpg,3375,164.0,10.0,data/raw/images/dqr2AjTQJUw.jpg
3m5_omugjB4,Ches Is Hyperfixating,2025-06-25T19:00:03Z,I'm okay with overconsuming books.,https://i.ytimg.com/vi/3m5_omugjB4/hqdefault.jpg,10260,890.0,254.0,data/raw/images/3m5_omugjB4.jpg
wUT8hJeHt1o,Sweta Nayak,2025-10-29T13:41:14Z,challenge accepting ✅🙌 study with me till the ice melts 🧊📚🎯 #motivation #study,https://i.ytimg.com/vi/wUT8hJeHt1o/hqdefault.jpg,4973600,49125.0,486.0,data/raw/images/wUT8hJeHt1o.jpg
RyQS3X9wZDg,A N N A R E I D,2025-11-23T15:00:51Z,2026 FASHION TRENDS! *It's the end of an ERA!*,https://i.ytimg.com/vi/RyQS3X9wZDg/hqdefault.jpg,291192,5993.0,457.0,data/raw/images/RyQS3X9wZDg.jpg
gHTaZh8omWk,Unicode,2026-03-30T15:13:04Z,"Qwen: Бесплатный инструмент для ИИ, который принесет тебе ДЕНЬГИ! | #vibecoding  #вайбкодинг",https://i.ytimg.com/vi/gHTaZh8omWk/hqdefault.jpg,1605,20.0,0.0,data/raw/images/gHTaZh8omWk.jpg
SYUxhUG2pRI,AESTHETICDIY0,2026-03-31T07:38:32Z,Cute Study Notebook Cover Design 🌈📚,https://i.ytimg.com/vi/SYUxhUG2pRI/hqdefault.jpg,6739,39.0,2.0,data/raw/images/SYUxhUG2pRI.jpg
ys9Jz1jf1Aw,Raquel,2025-07-21T22:21:32Z,Underconsumption Core ✨⚖️,https://i.ytimg.com/vi/ys9Jz1jf1Aw/hqdefault.jpg,25786,723.0,15.0,data/raw/images/ys9Jz1jf1Aw.jpg
Iw6qmSiMqx0,Brynn Smith-Jenkins,2025-12-19T21:00:33Z,Jewelry trend predictions for 2026 #jewelrystyling #vintagejewelry,https://i.ytimg.com/vi/Iw6qmSiMqx0/hqdefault.jpg,20715,1162.0,29.0,data/raw/images/Iw6qmSiMqx0.jpg
AKKx1PoNtnM,Abhishek.Veeramalla,2026-02-23T15:47:51Z,Setup Claude Code for FREE in 3 Simple steps.,https://i.ytimg.com/vi/AKKx1PoNtnM/hqdefault.jpg,156520,2544.0,230.0,data/raw/images/AKKx1PoNtnM.jpg
J0ucD6U6JeE,FishHawkElectronics,2026-03-25T18:19:18Z,"Lake Ontario Salmon Tactics, Coho Trends & Spring Predictions - Great Lakes Fishing Podcast #278",https://i.ytimg.com/vi/J0ucD6U6JeE/hqdefault.jpg,353,7.0,0.0,data/raw/images/J0ucD6U6JeE.jpg
DMfRWdis8N0,Sonaxshii,2025-05-02T07:33:06Z,empty diary ideas! (part-30) #shorts #aesthetic,https://i.ytimg.com/vi/DMfRWdis8N0/hqdefault.jpg,355056,5295.0,7.0,data/raw/images/DMfRWdis8N0.jpg
ueuOxdlaNug,Vansh Lamba,2026-04-01T12:30:00Z,Study with Me📚| Finance #trending #shortvideo #4k,https://i.ytimg.com/vi/ueuOxdlaNug/hqdefault.jpg,1049,13.0,2.0,data/raw/images/ueuOxdlaNug.jpg
goOZSXmrYQ4,Cole Medin,2026-02-23T17:35:25Z,My COMPLETE Agentic Coding Workflow to Build Anything (No Fluff or Overengineering),https://i.ytimg.com/vi/goOZSXmrYQ4/hqdefault.jpg,42158,1101.0,91.0,data/raw/images/goOZSXmrYQ4.jpg
d2LHKV9dqQw,Strawberry Moon Homestead,2026-01-14T23:01:16Z,"I have no ""special"" clothes #clothes #laundry #underconsumption #underconsumptioncore",https://i.ytimg.com/vi/d2LHKV9dqQw/hqdefault.jpg,14441,226.0,24.0,data/raw/images/d2LHKV9dqQw.jpg
wdYW7hZX6mo,"Mixlo | Modern Lifestyle, Guides & Reviews",2026-02-05T20:13:53Z,The Anti Haul Home,https://i.ytimg.com/vi/wdYW7hZX6mo/hqdefault.jpg,3,1.0,0.0,data/raw/images/wdYW7hZX6mo.jpg
QZYEtVXnYuc,"People, Not Titles Podcast",2026-04-01T20:45:01Z,Mortgage Rates Rise  We Have Spring Market Predictions & Strategies For You!  #chicagorealestate,https://i.ytimg.com/vi/QZYEtVXnYuc/hqdefault.jpg,1,0.0,0.0,data/raw/images/QZYEtVXnYuc.jpg
3Cvchc4o3ak,TechDev,2026-03-31T20:02:40Z,Web Development Course Part 1 | VS Code Setup & First HTML Page,https://i.ytimg.com/vi/3Cvchc4o3ak/hqdefault.jpg,0,0.0,0.0,data/raw/images/3Cvchc4o3ak.jpg
xCOvkASd9CQ,Ammiko Az,2026-03-30T06:50:12Z,rekomendasi buku lucu dan aesthetic,https://i.ytimg.com/vi/xCOvkASd9CQ/hqdefault.jpg,1695,7.0,0.0,data/raw/images/xCOvkASd9CQ.jpg
VoiQbWZpKKg,Fashionista Lifestyle,2026-01-22T19:09:41Z,Top Color Trends for Spring 2026 | Fashion Forecast & Style Analysis,https://i.ytimg.com/vi/VoiQbWZpKKg/hqdefault.jpg,1060,10.0,0.0,data/raw/images/VoiQbWZpKKg.jpg
8iQk8rntMU8,Bless Notes,2026-03-06T01:37:57Z,💚🩵 #asmr #organization #desksetup #packingorders #notebook #stationery #mysterybox #bookworm #usa,https://i.ytimg.com/vi/8iQk8rntMU8/hqdefault.jpg,80658,2630.0,34.0,data/raw/images/8iQk8rntMU8.jpg
ejo1ChfusKw,Amanda Weldon,2026-01-02T12:01:12Z,"Fashion Trends for 2026 (Vogue, Harper's Bazaar, Who What Wear & More)",https://i.ytimg.com/vi/ejo1ChfusKw/hqdefault.jpg,145278,4659.0,263.0,data/raw/images/ejo1ChfusKw.jpg
EHLruCCQhpI,Aesthetic Stationery 💌,2026-03-30T04:21:52Z,"The cutest sticky notes, weekly planners, notebooks & so much more …✨",https://i.ytimg.com/vi/EHLruCCQhpI/hqdefault.jpg,1907,23.0,0.0,data/raw/images/EHLruCCQhpI.jpg
TUaaKhdoWT4,Dan Mowinski,2026-03-31T04:49:44Z,Exploring CLAWD  A Journey into Cloud Code Setup and Features,https://i.ytimg.com/vi/TUaaKhdoWT4/hqdefault.jpg,2,0.0,0.0,data/raw/images/TUaaKhdoWT4.jpg
rgJkL790XZs,Data Science Basics,2026-03-30T13:00:06Z,Genie Code = Databricks Assistant on Steroids! Full Demo & Setup (2026),https://i.ytimg.com/vi/rgJkL790XZs/hqdefault.jpg,165,10.0,4.0,data/raw/images/rgJkL790XZs.jpg
vTyLMobqOx4,QuoteShorts,2026-03-31T13:10:40Z,Romantic Notebook Aesthetic📖✨| eternal bond,https://i.ytimg.com/vi/vTyLMobqOx4/hqdefault.jpg,0,0.0,0.0,data/raw/images/vTyLMobqOx4.jpg
HA60lovKmb8,Retoertje,2026-03-10T14:02:00Z,Duurzaam consumeren: 3 simpele tips om minder spullen te kopen,https://i.ytimg.com/vi/HA60lovKmb8/hqdefault.jpg,387,5.0,1.0,data/raw/images/HA60lovKmb8.jpg
lYbvKgdDhJc,HappyDownloads,2025-10-09T14:27:54Z,grwm to take digital notes 💜✏️ iPad note taking ASMR | study with me | iPad accessories,https://i.ytimg.com/vi/lYbvKgdDhJc/hqdefault.jpg,1522226,25468.0,271.0,data/raw/images/lYbvKgdDhJc.jpg
A-D_j5Iad7E,Studygroupio,2026-03-31T08:11:56Z,UP POLICE CONSTABLE | RWA MATHS BOOK SOLUTION | CODING DECODING |  CLASS 01 | #uppolicerwamaths,https://i.ytimg.com/vi/A-D_j5Iad7E/hqdefault.jpg,646,51.0,6.0,data/raw/images/A-D_j5Iad7E.jpg
RcSzAixJzdw,Styled The Salon,2025-11-19T23:28:14Z,Our hair trend predictions 😝 #hairstyle #hairstyles #hairtok #haircut #haircare #hairtutorial,https://i.ytimg.com/vi/RcSzAixJzdw/hqdefault.jpg,1421295,26286.0,199.0,data/raw/images/RcSzAixJzdw.jpg
iFnZYMr-yE0,진라몽⚝ミ,2026-03-31T23:16:44Z,Study With Me🍼 #진라몽 #vlog #브이로그 #스터디윗미 #스터디브이로그 #수학 #추천 #비타,https://i.ytimg.com/vi/iFnZYMr-yE0/hqdefault.jpg,1727,24.0,5.0,data/raw/images/iFnZYMr-yE0.jpg
hLDQLUU8ZVI,Starla Moore,2026-03-13T16:00:06Z,Our 2026 Spring Trends Forecast for Etsy Sellers - The Friday Bean Coffee Meet,https://i.ytimg.com/vi/hLDQLUU8ZVI/hqdefault.jpg,3369,171.0,19.0,data/raw/images/hLDQLUU8ZVI.jpg
14FdXMj7dyA,𝒴𝒶𝓈𝓂𝒾𝓃꧂ ,2026-04-01T09:20:35Z,LIVE | 3-HOUR study with me🌿📚rain sounds & pomodoro technique 60/10,https://i.ytimg.com/vi/14FdXMj7dyA/hqdefault.jpg,31,1.0,0.0,data/raw/images/14FdXMj7dyA.jpg
-uclnqzV-QY,Saint Harris,2026-03-23T17:32:53Z,These are our Spring trend predictions….we only rock good money over here,https://i.ytimg.com/vi/-uclnqzV-QY/hqdefault.jpg,157,3.0,0.0,data/raw/images/-uclnqzV-QY.jpg
4a5DP6ounIc,Aliza art and gallery,2026-03-31T19:11:45Z,Diy handmade journaling | emty notebook ideas #journaling #summer #crafting #handmade #aesthetic,https://i.ytimg.com/vi/4a5DP6ounIc/hqdefault.jpg,925,11.0,3.0,data/raw/images/4a5DP6ounIc.jpg
mTui2tapL6g,emilie.studygram,2025-10-13T01:00:48Z,romanticizing my 5:30 AM student morning routine 🍂 | cozy fall study vlog,https://i.ytimg.com/vi/mTui2tapL6g/hqdefault.jpg,2868510,77743.0,510.0,data/raw/images/mTui2tapL6g.jpg
Faw29q4c-HA,TRENDS SPOTTED FASHION Timeless and Ageless,2025-04-10T09:55:35Z,2025–2026 Style Forecast: 10 FASHION Trends That Will Change the Way You Dress,https://i.ytimg.com/vi/Faw29q4c-HA/hqdefault.jpg,60936,868.0,53.0,data/raw/images/Faw29q4c-HA.jpg
KDG-lOGIN8g,Poppy Anderson,2025-12-30T17:32:01Z,2026 fashion trend predictions,https://i.ytimg.com/vi/KDG-lOGIN8g/hqdefault.jpg,11679,528.0,31.0,data/raw/images/KDG-lOGIN8g.jpg
nmEjc3Fx8Cw,Aesthetic _Study,2025-09-26T12:41:29Z,Easy front page idea 'Computer' #shorts #youtubeshorts #frontpage,https://i.ytimg.com/vi/nmEjc3Fx8Cw/hqdefault.jpg,364908,4834.0,43.0,data/raw/images/nmEjc3Fx8Cw.jpg
59uIsR2g2Uk,HappyDownloads,2025-05-09T18:33:26Z,grwm to take digital notes 💕✍️ iPad note taking | study with me | iPad accessories | iPad 11,https://i.ytimg.com/vi/59uIsR2g2Uk/hqdefault.jpg,5770089,83132.0,412.0,data/raw/images/59uIsR2g2Uk.jpg
B4mKSG0TzHQ,LeJEE Dropper (Priyank69),2026-04-01T17:45:06Z,5 Days LEFT BEFORE JEE | STUDY WITH ME LIVE,https://i.ytimg.com/vi/B4mKSG0TzHQ/hqdefault.jpg,464,2.0,0.0,data/raw/images/B4mKSG0TzHQ.jpg
rGmHoCB5QmI,Sydney Marie,2026-01-11T15:01:38Z,my 2026 fashion trend predictions (as a girl who's chronically online),https://i.ytimg.com/vi/rGmHoCB5QmI/hqdefault.jpg,25491,1115.0,52.0,data/raw/images/rGmHoCB5QmI.jpg
DdbmcGQWw8M,Alex,2026-01-08T17:47:34Z,Top 10 Fashion Trends for 2026 | Fashion is Changing... Here's what to know,https://i.ytimg.com/vi/DdbmcGQWw8M/hqdefault.jpg,101693,3509.0,219.0,data/raw/images/DdbmcGQWw8M.jpg
Dfiaoh6tcIo,broodmunchers,2026-03-31T22:36:15Z,"study with me live: 4 hours (real sounds, no music, 50/10 pomodoro technique) 🌷",https://i.ytimg.com/vi/Dfiaoh6tcIo/hqdefault.jpg,3401,126.0,3.0,data/raw/images/Dfiaoh6tcIo.jpg
zqiYTXiQq-0,Mikey No Code,2026-02-04T17:55:11Z,AI Coding Tools Ranked from Worst to Best (2026),https://i.ytimg.com/vi/zqiYTXiQq-0/hqdefault.jpg,87023,,89.0,data/raw/images/zqiYTXiQq-0.jpg
61QWbcOuwJc,Caramel study,2025-09-24T09:38:43Z,here’s how I take my notes 📝✨ #study #notes #aesthetic #handwriting #studying #studymusic #pink,https://i.ytimg.com/vi/61QWbcOuwJc/hqdefault.jpg,1121685,33001.0,268.0,data/raw/images/61QWbcOuwJc.jpg
wAANe5s48uU,Sweta Verma Calligraphy,2026-03-30T17:54:26Z,15 Notebook front page dacoration ideas | Easy & Aesthetic🌸 @swetavermacalligraphy✨🌷,https://i.ytimg.com/vi/wAANe5s48uU/hqdefault.jpg,31,3.0,2.0,data/raw/images/wAANe5s48uU.jpg
lyWAzW4KqVs,My Creativity@Mitali🏞️ (creative handiee),2026-03-30T13:40:00Z,Cute Octopus Notebook Decoration 🐙 | Easy Aesthetic Page,https://i.ytimg.com/vi/lyWAzW4KqVs/hqdefault.jpg,952,8.0,0.0,data/raw/images/lyWAzW4KqVs.jpg
bzqqv4B3seo,Alex,2026-03-09T19:44:53Z,The 10 Biggest Spring Fashion Trends for 2026,https://i.ytimg.com/vi/bzqqv4B3seo/hqdefault.jpg,113495,3250.0,120.0,data/raw/images/bzqqv4B3seo.jpg
TD1jgS7D2Bc,Daria Alekseeva,2026-03-17T18:57:19Z,Spring trends predictions 2026  #chicstyle #springtrends,https://i.ytimg.com/vi/TD1jgS7D2Bc/hqdefault.jpg,522,2.0,0.0,data/raw/images/TD1jgS7D2Bc.jpg
9REpz4X0OuY,Kara Perez,2026-02-13T22:26:24Z,Underconsumption in daily life,https://i.ytimg.com/vi/9REpz4X0OuY/hqdefault.jpg,123481,1535.0,40.0,data/raw/images/9REpz4X0OuY.jpg
aUuek8lL_98,Venra,2025-07-03T11:34:46Z,Underconsumption core things that save me money #frugal #underconsumption #fyp #money #budgeting,https://i.ytimg.com/vi/aUuek8lL_98/hqdefault.jpg,13275,339.0,3.0,data/raw/images/aUuek8lL_98.jpg
DfMIa1oQRsw,Bible Journaling Made Easy,2026-04-01T00:50:12Z,These Dollar Tree Journal Finds Hit Different #shorts #budgetgoals #aesthetic,https://i.ytimg.com/vi/DfMIa1oQRsw/hqdefault.jpg,549,10.0,1.0,data/raw/images/DfMIa1oQRsw.jpg
XZSzRzovDqc,Fashion and Style Edit,2026-01-30T07:03:00Z,"THE SPRING FASHION TREND WE LOVE TO LOATHE, BUT THERE'S A TWIST FOR 2026!",https://i.ytimg.com/vi/XZSzRzovDqc/hqdefault.jpg,96310,2209.0,54.0,data/raw/images/XZSzRzovDqc.jpg
371I_JXES1M,What To Wear,2026-02-06T18:15:01Z,The Most WEARABLE Spring Summer 2026 Fashion Trends,https://i.ytimg.com/vi/371I_JXES1M/hqdefault.jpg,37971,1853.0,107.0,data/raw/images/371I_JXES1M.jpg
ADCwA2WzgWk,Style over 60,2026-01-22T03:00:10Z,Beyond Trends: Adapting Parisian Fashion for Elegance After 60 - Fashion Predictions for 2026,https://i.ytimg.com/vi/ADCwA2WzgWk/hqdefault.jpg,3914,75.0,3.0,data/raw/images/ADCwA2WzgWk.jpg
TYY_veBQOdo,Not wal ,2026-01-19T11:59:34Z,Under consumption core ig 😣🙏 #notwal #relatable #grwm#makeup,https://i.ytimg.com/vi/TYY_veBQOdo/hqdefault.jpg,167118,6538.0,55.0,data/raw/images/TYY_veBQOdo.jpg
hUoL5k5hEn4,Dressed for My Day with Kay Harms,2026-02-25T12:31:07Z,Spring Fashion Trends 2026 for Women Over 50 | What's IN What's OUT!,https://i.ytimg.com/vi/hUoL5k5hEn4/hqdefault.jpg,63483,2648.0,153.0,data/raw/images/hUoL5k5hEn4.jpg
p3us2O-7KxA,rachel louise,2025-07-20T17:01:01Z,it's the era of underconsumption,https://i.ytimg.com/vi/p3us2O-7KxA/hqdefault.jpg,2772807,98406.0,1187.0,data/raw/images/p3us2O-7KxA.jpg
BeuT5s0J_q8,My Creativity@Mitali🏞️ (creative handiee),2026-03-31T13:40:00Z,Easy Yellow Aesthetic Notebook Border 💛 | Simple Page Decoration Idea”,https://i.ytimg.com/vi/BeuT5s0J_q8/hqdefault.jpg,1306,15.0,0.0,data/raw/images/BeuT5s0J_q8.jpg
3LUgzg7VdnQ,Amanda Lim,2026-03-25T17:04:13Z,Underconsumption during bedtime routine #usewhatyouhave #underconsumptioncore,https://i.ytimg.com/vi/3LUgzg7VdnQ/hqdefault.jpg,1064,11.0,0.0,data/raw/images/3LUgzg7VdnQ.jpg
D_U8AbEjr-A,Created by Ella,2025-04-16T13:00:27Z,Replacing My Desk Setup with Apple Accessories - Are They Any Good?,https://i.ytimg.com/vi/D_U8AbEjr-A/hqdefault.jpg,4929043,107942.0,938.0,data/raw/images/D_U8AbEjr-A.jpg
wlpBCazAY9Q,freeCodeCamp.org,2026-03-31T10:01:00Z,"AI-Assisted Coding Tutorial – OpenClaw, GitHub Copilot, Claude Code, CodeRabbit, Gemini CLI",https://i.ytimg.com/vi/wlpBCazAY9Q/hqdefault.jpg,39003,1913.0,65.0,data/raw/images/wlpBCazAY9Q.jpg
8tY3FgJ--J0,MadsFinds,2026-02-23T22:30:16Z,Spring 2026 fashion trends that I want to find at the thrift store #thrifting #trends #fashionmood,https://i.ytimg.com/vi/8tY3FgJ--J0/hqdefault.jpg,2066,53.0,0.0,data/raw/images/8tY3FgJ--J0.jpg
4eY5DuqASQc,Malama Life,2025-06-12T11:26:46Z,Asian frugal habits that saves me thousands every year 💸,https://i.ytimg.com/vi/4eY5DuqASQc/hqdefault.jpg,1119708,39917.0,1138.0,data/raw/images/4eY5DuqASQc.jpg
CEVI4H1Z3MM,SEMRA KORKUT,2026-04-01T22:26:44Z,Birlikte Çalışalım: Derin Odak🤫| Study With Me •120' Ders / 30' Mola • 🔥Fireplace/Şömine Sesi 🔴CANLI,https://i.ytimg.com/vi/CEVI4H1Z3MM/hqdefault.jpg,1511,58.0,0.0,data/raw/images/CEVI4H1Z3MM.jpg
R_Eno0r3Y1M,Alex,2026-01-08T21:52:26Z,2026 fashion trends ✨ part 1 #fashiontrends #2026fashion,https://i.ytimg.com/vi/R_Eno0r3Y1M/hqdefault.jpg,553203,9755.0,94.0,data/raw/images/R_Eno0r3Y1M.jpg
d_7FP8MozoQ,Karla Ileana,2026-03-01T06:29:39Z,✨What I’m NOT Buying✨ #underconsumption #mindfulconsumption #nobuy #usewhatyouhave,https://i.ytimg.com/vi/d_7FP8MozoQ/hqdefault.jpg,1304,10.0,0.0,data/raw/images/d_7FP8MozoQ.jpg
FYqG4GYqmDs,Carla's calling!,2026-02-15T17:00:19Z,"is underconsumption the worst trend? frugal chic, quiet luxury aesthetic | crochet coffee chats ☕️",https://i.ytimg.com/vi/FYqG4GYqmDs/hqdefault.jpg,16539,504.0,39.0,data/raw/images/FYqG4GYqmDs.jpg
CfV9Hk16GLw,Laney Jean,2025-10-28T19:24:54Z,Underconsumption is ✨Normal ✨ #underconsumption #consciousconsumer #slowliving,https://i.ytimg.com/vi/CfV9Hk16GLw/hqdefault.jpg,41405,2856.0,36.0,data/raw/images/CfV9Hk16GLw.jpg
q5_RJgtDTjk,남지구,2026-04-01T13:53:01Z,[26.4.1.수.]  Study with me | 함께하는 스터디윗미 | 4월 시작! | 소방간부후보생 준비 | 장작 ASMR  | 실시간 live,https://i.ytimg.com/vi/q5_RJgtDTjk/hqdefault.jpg,1767,23.0,0.0,data/raw/images/q5_RJgtDTjk.jpg
a4ojvMjIHVo, Caremal study Palak Maurya,2026-04-01T09:17:50Z,Study with me,https://i.ytimg.com/vi/a4ojvMjIHVo/hqdefault.jpg,2068,12.0,1.0,data/raw/images/a4ojvMjIHVo.jpg
OZn9Ci8wYDw,HappyDownloads,2025-07-01T13:14:50Z,digital note taking 💜✏️ iPad accessories | study with me | apple pencil | goodnotes,https://i.ytimg.com/vi/OZn9Ci8wYDw/hqdefault.jpg,23913693,291231.0,1597.0,data/raw/images/OZn9Ci8wYDw.jpg
1G51nCT0_7w,Sabrina Ramonov 🍄,2026-03-30T12:43:20Z,How to Make Unlimited Self-Posting AI Videos (Free),https://i.ytimg.com/vi/1G51nCT0_7w/hqdefault.jpg,10337,545.0,636.0,data/raw/images/1G51nCT0_7w.jpg
la657Ud63Zs,Kathryn Kellogg,2025-05-14T14:30:29Z,"No Buy, Project Pan, And The Rise of Underconsumption Core",https://i.ytimg.com/vi/la657Ud63Zs/hqdefault.jpg,22219,909.0,55.0,data/raw/images/la657Ud63Zs.jpg
wNudneUsyqE,Surabhi Kalakar,2026-03-24T02:34:00Z,This Aesthetic Journal Cost Me ₹0 😍 #surabhikalakar #art,https://i.ytimg.com/vi/wNudneUsyqE/hqdefault.jpg,138917,3094.0,30.0,data/raw/images/wNudneUsyqE.jpg
X96D9fcl-mg,Grant Unplugged,2026-01-01T17:06:50Z,Underconsumption Core Is the New Lifestyle Trend — And It Makes Sense,https://i.ytimg.com/vi/X96D9fcl-mg/hqdefault.jpg,105,5.0,8.0,data/raw/images/X96D9fcl-mg.jpg
J8eXfW8mnAs,히로 Heero,2026-04-01T15:02:15Z,[260401] study with me 🫧 brown noise (+realsound) | CPLA | D-52 ₊˚⊹ᰔ,https://i.ytimg.com/vi/J8eXfW8mnAs/hqdefault.jpg,1055,18.0,0.0,data/raw/images/J8eXfW8mnAs.jpg
bmfxdhR5pe0,rachel louise,2025-12-09T19:00:41Z,my honest reaction to SKINCARE HOARDERS overconsumption core,https://i.ytimg.com/vi/bmfxdhR5pe0/hqdefault.jpg,722886,19154.0,368.0,data/raw/images/bmfxdhR5pe0.jpg
01hyeHzHCDM,SmallRig,2025-09-20T02:00:01Z,Complete iPhone 17 Pro Max Filmmaking Solution🎬 | SmallRig Setup,https://i.ytimg.com/vi/01hyeHzHCDM/hqdefault.jpg,6521022,65107.0,519.0,data/raw/images/01hyeHzHCDM.jpg
Nt-DM3_5N7o,Paige Lorentzen,2026-03-09T16:12:15Z,Spring 2026 Fashion Trends ✨ #fashiontrends #springfashion #springoutfit #fashion #trendpredictions,https://i.ytimg.com/vi/Nt-DM3_5N7o/hqdefault.jpg,8716,218.0,2.0,data/raw/images/Nt-DM3_5N7o.jpg
VjkDdSG6wIA,Yshu's Korner ,2025-10-03T07:28:25Z,Easy Aesthetic Science Notebook Cover | Front Page DIY #shorts #frontpage #backtoschool #science,https://i.ytimg.com/vi/VjkDdSG6wIA/hqdefault.jpg,292656,,25.0,data/raw/images/VjkDdSG6wIA.jpg
4d3Uh9DujzA,Tonni art and craft,2026-03-08T07:01:56Z,DIY Mini Notebook Without Glue #shorts #tonniartandcraft #craft #art #love #diy,https://i.ytimg.com/vi/4d3Uh9DujzA/hqdefault.jpg,293514,4651.0,107.0,data/raw/images/4d3Uh9DujzA.jpg
