video_id,channel,publish_date,title,thumbnail_url,views,likes,comments,image_path
Dm3dHjPKuRU,Kay B Chung,2025-10-21T04:20:51Z,pray for me please #studyroutine #dentist #studyvlog #study #kaychung,https://i.ytimg.com/vi/Dm3dHjPKuRU/hqdefault.jpg,4916579,228883.0,1044.0,data/raw/images/Dm3dHjPKuRU.jpg
9oe82Qbe0kY,Simranpatel_calligraphy,2025-08-08T14:40:00Z,border design 🍃💚|project #frontpage #youtubeshorts #shorts #borderdesign #border,https://i.ytimg.com/vi/9oe82Qbe0kY/hqdefault.jpg,3243949,23482.0,140.0,data/raw/images/9oe82Qbe0kY.jpg
8bz8srgupHc,Yshu's Korner ,2025-08-17T09:32:32Z,assignment front page design ideas❤️ #shorts #frontpage #notebookcover#diy #calligraphy,https://i.ytimg.com/vi/8bz8srgupHc/hqdefault.jpg,399094,,23.0,data/raw/images/8bz8srgupHc.jpg
Wz8KmR9BzNg,Pulse Explained,2026-02-11T20:07:00Z,Underconsumption Core:  The Viral Shift No One Saw Coming,https://i.ytimg.com/vi/Wz8KmR9BzNg/hqdefault.jpg,59,3.0,0.0,data/raw/images/Wz8KmR9BzNg.jpg
O3qoV3oVVdM,Diaryofacheapskate,2026-01-06T14:05:44Z,I Refuse to Buy What I Don’t Need | Underconsumption & Frugal Living#frugal #cheaptok#buyless,https://i.ytimg.com/vi/O3qoV3oVVdM/hqdefault.jpg,5872,128.0,4.0,data/raw/images/O3qoV3oVVdM.jpg
DNFvbzXbTXM,Jen Schell,2026-02-20T22:26:50Z,#moneymanagement #moneysavingkitchentips #moneymindset #minimalism #underconsumption,https://i.ytimg.com/vi/DNFvbzXbTXM/hqdefault.jpg,35,1.0,0.0,data/raw/images/DNFvbzXbTXM.jpg
HF5L06_Vwwg,learn2code,2026-02-03T09:54:07Z,Java Setup in VS Code ☕💻 | Beginner Guide #coding #vscode #programming #learntocode,https://i.ytimg.com/vi/HF5L06_Vwwg/hqdefault.jpg,160,6.0,0.0,data/raw/images/HF5L06_Vwwg.jpg
23wq1osVXoo,Aesthetic Outlet,2025-08-22T12:45:00Z,Name page ideas!🍰😚#shorts #aesthetic #subscribe #notebook #design #fypシ #trending #art #frontpage,https://i.ytimg.com/vi/23wq1osVXoo/hqdefault.jpg,142014,,34.0,data/raw/images/23wq1osVXoo.jpg
FcS6i6-w-zU,Cup Of Jordy,2026-01-03T18:03:48Z,2026 fashion trend predictions (cool but wearable trends),https://i.ytimg.com/vi/FcS6i6-w-zU/hqdefault.jpg,12801,601.0,47.0,data/raw/images/FcS6i6-w-zU.jpg
WuwY6xovuko,bossgirlified,2025-05-16T17:58:35Z,the new generation of hoarders: project pan 2025,https://i.ytimg.com/vi/WuwY6xovuko/hqdefault.jpg,270930,9139.0,429.0,data/raw/images/WuwY6xovuko.jpg
iLRoiODxUIE,tani study,2026-03-31T23:34:50Z,Challenge 📚 12 HR STUDY WITH ME | Pomodoro 50/10 🔥 Relaxing Fireplace Sound,https://i.ytimg.com/vi/iLRoiODxUIE/hqdefault.jpg,6704,136.0,0.0,data/raw/images/iLRoiODxUIE.jpg
cVXe7H1P5CY,Andreea's Channel - General & Financial Astrology,2026-03-22T14:01:01Z,The Spring Equinox Could Set The Next Bitcoin Trend - #bitcoin,https://i.ytimg.com/vi/cVXe7H1P5CY/hqdefault.jpg,115,4.0,2.0,data/raw/images/cVXe7H1P5CY.jpg
osXupmoZEn4,Snowix_1,2025-07-16T09:41:22Z,Empty notebook ideas 🌺 Part 6🌷Comment for part 7!,https://i.ytimg.com/vi/osXupmoZEn4/hqdefault.jpg,268204,6384.0,27.0,data/raw/images/osXupmoZEn4.jpg
nJ-KxgAG1YE,Snapshots From My Garden,2026-03-25T00:17:43Z,underconsumption core *clothes edition* #shorts,https://i.ytimg.com/vi/nJ-KxgAG1YE/hqdefault.jpg,14074,197.0,5.0,data/raw/images/nJ-KxgAG1YE.jpg
fKyWuaayayI,Mareta Rachma,2026-03-31T02:00:34Z,persiapan semester baru #sekolah #alattulis #peralatansekolah #binder #notebook #pink #aesthetic,https://i.ytimg.com/vi/fKyWuaayayI/hqdefault.jpg,1481,12.0,1.0,data/raw/images/fKyWuaayayI.jpg
Nc40WbWz8CE,Timer Palette,2025-06-20T11:26:09Z,50/10 Pomodoro Timer with Pink Noise 🎧 4-Hour Study with Me for Deep Focus & ADHD ✨,https://i.ytimg.com/vi/Nc40WbWz8CE/hqdefault.jpg,1836932,40564.0,660.0,data/raw/images/Nc40WbWz8CE.jpg
CQm2I07nE1g,Cat of Worldlines,2026-03-31T11:28:05Z,Spring 2026 Anime Forecast | Data-Driven Picks and Trends,https://i.ytimg.com/vi/CQm2I07nE1g/hqdefault.jpg,4,0.0,0.0,data/raw/images/CQm2I07nE1g.jpg
uiMXVXdzdms,Peter Georgiou,2025-04-22T14:00:00Z,Work from home morning routine 👨🏻‍💻,https://i.ytimg.com/vi/uiMXVXdzdms/hqdefault.jpg,14303317,204713.0,2095.0,data/raw/images/uiMXVXdzdms.jpg
Ep4VOlQNDhY,Laney Jean,2026-01-26T21:21:26Z,Sorry but we are tired of hearing this bs #deinfluencing #underconsumption #sustainability,https://i.ytimg.com/vi/Ep4VOlQNDhY/hqdefault.jpg,23955,345.0,34.0,data/raw/images/Ep4VOlQNDhY.jpg
yE6tIle64tU,CodeWithHarry,2025-07-13T15:48:18Z,SQL Tutorial for Beginners (Complete Course using MySQL),https://i.ytimg.com/vi/yE6tIle64tU/hqdefault.jpg,2410696,49115.0,3130.0,data/raw/images/yE6tIle64tU.jpg
MCj5igGw700,EricasCloset,2026-03-20T19:17:32Z,Spring Fashion Trend 2026: Tassels Are Back,https://i.ytimg.com/vi/MCj5igGw700/hqdefault.jpg,440,1.0,0.0,data/raw/images/MCj5igGw700.jpg
-HnS9gq_mL8,Learn with Afridi,2026-03-30T13:22:35Z,CAT = 3120 😳 तो DOG क्या होगा? 99% लोग यहाँ गलती करते हैं! comment me baato  #trending #ssc #shorts,https://i.ytimg.com/vi/-HnS9gq_mL8/hqdefault.jpg,55,,5.0,data/raw/images/-HnS9gq_mL8.jpg
nBRMUiF1F9Y,Eco Ariel,2026-03-03T17:22:03Z,Underconsumption core challenge | February update ,https://i.ytimg.com/vi/nBRMUiF1F9Y/hqdefault.jpg,6,0.0,0.0,data/raw/images/nBRMUiF1F9Y.jpg
oHR8IiBr8jc,PLAY DIY,2025-04-20T09:25:57Z,Cover your notebook without glue,https://i.ytimg.com/vi/oHR8IiBr8jc/hqdefault.jpg,11492918,181616.0,345.0,data/raw/images/oHR8IiBr8jc.jpg
j0DSxNTlZaY,TwyxV3,2026-01-27T19:29:50Z,Underconsumption Core: The Scam of Having Nothing,https://i.ytimg.com/vi/j0DSxNTlZaY/hqdefault.jpg,975,31.0,8.0,data/raw/images/j0DSxNTlZaY.jpg
ny0Y9hkZIRQ,Holly Rudolph,2026-02-05T21:47:29Z,TREND FORECAST for spring 2026,https://i.ytimg.com/vi/ny0Y9hkZIRQ/hqdefault.jpg,39,1.0,0.0,data/raw/images/ny0Y9hkZIRQ.jpg
AcPmMGk29CY,Unboxing Studio,2025-09-10T14:40:32Z,✨ Kawaii Journal & Diary Notebook Unboxing 📔💖 | Cute Stationery Set from Meesho 🌸,https://i.ytimg.com/vi/AcPmMGk29CY/hqdefault.jpg,259198,1974.0,68.0,data/raw/images/AcPmMGk29CY.jpg
dgXSQpEWBW4,브릿센트 x 영국영어,2025-10-22T10:30:33Z,저소비? 절약? 영국인 꿀팁 방출 | 영국영어 팟캐스트 Trend Talk ep8 Underconsumption core,https://i.ytimg.com/vi/dgXSQpEWBW4/hqdefault.jpg,18034,354.0,11.0,data/raw/images/dgXSQpEWBW4.jpg
4XJAYXC-I8g,QuoteShorts,2026-04-01T13:10:45Z,Romantic Notebook Aesthetic📖✨| eternal bond,https://i.ytimg.com/vi/4XJAYXC-I8g/hqdefault.jpg,0,0.0,0.0,data/raw/images/4XJAYXC-I8g.jpg
8Jd1Us_VCqA,Laney Jean,2025-10-13T20:16:50Z,Your reminder that under consumption online is NORMAL consumption offline 💕 #underconsumption,https://i.ytimg.com/vi/8Jd1Us_VCqA/hqdefault.jpg,50339,2005.0,20.0,data/raw/images/8Jd1Us_VCqA.jpg
0RD9LqTj-wo,Laney Jean,2026-02-17T13:48:44Z,"analyzing ""underconsumption core"" AGAIN",https://i.ytimg.com/vi/0RD9LqTj-wo/hqdefault.jpg,11591,491.0,33.0,data/raw/images/0RD9LqTj-wo.jpg
K5Gkw1rxF5s,NivyaclotheshouseUchana ,2026-03-25T05:39:40Z,punjabi suit💥 viral Instragram suit 🔥 latest suit 🔥 #remix,https://i.ytimg.com/vi/K5Gkw1rxF5s/hqdefault.jpg,2464,10.0,0.0,data/raw/images/K5Gkw1rxF5s.jpg
o7-_4o0BdkQ,Ajwa lifestyle,2026-04-01T09:21:36Z,mini study with me ✨🤍#viral #aesthetic # shorts,https://i.ytimg.com/vi/o7-_4o0BdkQ/hqdefault.jpg,83,2.0,,data/raw/images/o7-_4o0BdkQ.jpg
vEeERcOLBiM,Renaissance Solocast,2026-02-23T18:30:56Z,2026 Fashion Trend Predictions,https://i.ytimg.com/vi/vEeERcOLBiM/hqdefault.jpg,647,20.0,0.0,data/raw/images/vEeERcOLBiM.jpg
sI5H6w80Ucc,Pango,2026-04-01T16:15:11Z,🍀 Study with me | Green Power,https://i.ytimg.com/vi/sI5H6w80Ucc/hqdefault.jpg,12,2.0,0.0,data/raw/images/sI5H6w80Ucc.jpg
tpn86EMV-HY,LeJEE Dropper (Priyank69),2026-04-01T21:40:17Z,5 Days LEFT BEFORE JEE | STUDY WITH ME LIVE,https://i.ytimg.com/vi/tpn86EMV-HY/hqdefault.jpg,316,5.0,0.0,data/raw/images/tpn86EMV-HY.jpg
SCeWpD0i3IE,Study-with-Emily,2026-04-01T15:32:44Z,Study with me || Study Vlog || Study Motivation || Topper Mindset || Day in the life of a student,https://i.ytimg.com/vi/SCeWpD0i3IE/hqdefault.jpg,1359,10.0,0.0,data/raw/images/SCeWpD0i3IE.jpg
FCV4VcpsN4I,Amanda Nakano,2026-02-27T20:53:39Z,Things I find chic #chic #consumption #aesthetic #underconsumption #chic #frugalchic,https://i.ytimg.com/vi/FCV4VcpsN4I/hqdefault.jpg,8620,809.0,7.0,data/raw/images/FCV4VcpsN4I.jpg
Ys16sUxUfo0,Aesthetic _Study,2025-04-09T05:18:45Z,Flip through my notebook 📓 #shorts #youtubeshorts,https://i.ytimg.com/vi/Ys16sUxUfo0/hqdefault.jpg,6593451,103670.0,599.0,data/raw/images/Ys16sUxUfo0.jpg
8oY0sHhPlKc,Defi Monitor Alert,2026-03-07T18:27:36Z,DeFi Monitor — Setup Alerts in Under 2 Minutes,https://i.ytimg.com/vi/8oY0sHhPlKc/hqdefault.jpg,301,2.0,1.0,data/raw/images/8oY0sHhPlKc.jpg
nUA4hRNsPCY,Secret Study Club,2025-08-29T11:58:01Z,Study with me till the ice melts #study #padhai #studywithme #studychallenge #studymotivation,https://i.ytimg.com/vi/nUA4hRNsPCY/hqdefault.jpg,14777276,72177.0,699.0,data/raw/images/nUA4hRNsPCY.jpg
SoUN_JDtV2Y,Life of Yaz,2026-03-26T05:16:04Z,here are some of my spring 2026 trend predictions!! #fashion #springfashion,https://i.ytimg.com/vi/SoUN_JDtV2Y/hqdefault.jpg,245,0.0,0.0,data/raw/images/SoUN_JDtV2Y.jpg
6ojGEjCQWu8,Onyi,2026-02-18T15:45:00Z,2026 Fashion Predictions,https://i.ytimg.com/vi/6ojGEjCQWu8/hqdefault.jpg,77785,1483.0,8.0,data/raw/images/6ojGEjCQWu8.jpg
sladOG1Hif0,Hands In Money,2026-03-11T10:01:23Z,TARGET ANTI HAUL - SAVING MONEY ON ARTWORK,https://i.ytimg.com/vi/sladOG1Hif0/hqdefault.jpg,192,1.0,0.0,data/raw/images/sladOG1Hif0.jpg
Y2ysXIDIjx4,NAOMI BIRD,2025-09-30T14:09:59Z,Study with me!📝👩🏻‍💻 #study #studymotivation #studywithme #shorts #short #shortvideo #shortsfeed,https://i.ytimg.com/vi/Y2ysXIDIjx4/hqdefault.jpg,3092221,56149.0,359.0,data/raw/images/Y2ysXIDIjx4.jpg
Ey18PDiaAYI,Nate Herk | AI Automation,2025-05-23T23:21:11Z,"Build & Sell n8n AI Agents (8+ Hour Course, No Code)",https://i.ytimg.com/vi/Ey18PDiaAYI/hqdefault.jpg,1593487,53275.0,1495.0,data/raw/images/Ey18PDiaAYI.jpg
v0vmKgGyA9w,Pqcty,2025-06-26T16:49:17Z,Try this soft journal ideas 🌷🖋️#journal #fpy #aesthetic #viral #shorts,https://i.ytimg.com/vi/v0vmKgGyA9w/hqdefault.jpg,2575376,71476.0,139.0,data/raw/images/v0vmKgGyA9w.jpg
ygQHzCRz2Gk,Product Builder Academy,2026-03-29T23:04:31Z,"How do you set up AI agents for vibe coding? There are 3 options: create agents manually yourself,",https://i.ytimg.com/vi/ygQHzCRz2Gk/hqdefault.jpg,635,24.0,6.0,data/raw/images/ygQHzCRz2Gk.jpg
EH5jx5qPabU,Futurepedia,2025-05-21T11:29:00Z,From Zero to Your First AI Agent in 25 Minutes (No Coding),https://i.ytimg.com/vi/EH5jx5qPabU/hqdefault.jpg,3425911,90841.0,2002.0,data/raw/images/EH5jx5qPabU.jpg
ZPXGDyrj0SU,The Sabrina Curated,2026-01-25T16:15:04Z,2026 SPRING SUMMER Fashion Trends You Need To Know,https://i.ytimg.com/vi/ZPXGDyrj0SU/hqdefault.jpg,22314,502.0,27.0,data/raw/images/ZPXGDyrj0SU.jpg
2WERpXrwQeY,flowerbomb 🌺,2026-04-01T06:28:08Z,“Study with me (timelapse) 📚 #studyvlog #shorts #studentlife”,https://i.ytimg.com/vi/2WERpXrwQeY/hqdefault.jpg,1130,30.0,4.0,data/raw/images/2WERpXrwQeY.jpg
LVrbc0woPEc,Annie | Hooks and Heelers,2026-01-05T13:00:45Z,My Crochet Trend Predictions for 2026!!🤔,https://i.ytimg.com/vi/LVrbc0woPEc/hqdefault.jpg,18077,875.0,57.0,data/raw/images/LVrbc0woPEc.jpg
eW2thI6mOJk,Christina Mychas,2025-06-13T13:01:15Z,"Underconsumption can get boring, so try this!",https://i.ytimg.com/vi/eW2thI6mOJk/hqdefault.jpg,108909,4069.0,57.0,data/raw/images/eW2thI6mOJk.jpg
1ArMag_qqds,A FASHION,2025-10-17T10:43:22Z,Top 12 Fashion Trends from Paris Fashion Week 2026 | Spring/Summer Trend Report,https://i.ytimg.com/vi/1ArMag_qqds/hqdefault.jpg,21033,543.0,22.0,data/raw/images/1ArMag_qqds.jpg
AhAdX04W6a0,diary  days💖,2026-03-31T16:07:09Z,"Aesthetic Journal 🌷Finding peace, healing, and happiness in little moments #aesthetic#journaling#diy",https://i.ytimg.com/vi/AhAdX04W6a0/hqdefault.jpg,761,,3.0,data/raw/images/AhAdX04W6a0.jpg
wrOr6WnK40o,Kathryn Kellogg,2026-01-14T15:32:18Z,26 Things I’m NOT Buying in 2026 (Anti-Haul & Sustainable Living) 💚,https://i.ytimg.com/vi/wrOr6WnK40o/hqdefault.jpg,14527,912.0,67.0,data/raw/images/wrOr6WnK40o.jpg
a-qjQXKC_qw,Christine Lan,2025-12-06T13:38:16Z,I save these! Do you?,https://i.ytimg.com/vi/a-qjQXKC_qw/hqdefault.jpg,16237,851.0,25.0,data/raw/images/a-qjQXKC_qw.jpg
df7DW09K7oQ,Demo-ULUANKA,2026-03-31T16:36:26Z,Редкая эстетика:✨✨#trend #тренд #estetik #эстетика #блокнот #notebook,https://i.ytimg.com/vi/df7DW09K7oQ/hqdefault.jpg,1055,20.0,0.0,data/raw/images/df7DW09K7oQ.jpg
2bi1tvzdYF8,Mara Melita,2026-03-10T17:09:19Z,Spring 2026 trend predictions #fashion #fashioninspo #2026trends #trendprediction #90sminimalism,https://i.ytimg.com/vi/2bi1tvzdYF8/hqdefault.jpg,175,3.0,0.0,data/raw/images/2bi1tvzdYF8.jpg
B-zWMBwyNDU,Hignite Pelcher,2026-01-29T13:24:00Z,Spring Fashion Forecast: Get Ready to Blossom,https://i.ytimg.com/vi/B-zWMBwyNDU/hqdefault.jpg,1326,24.0,42.0,data/raw/images/B-zWMBwyNDU.jpg
sZQ7lqaOGMg,Build Great Products,2026-03-19T17:15:06Z,Google Stitch + Claude Code = Insane App Design,https://i.ytimg.com/vi/sZQ7lqaOGMg/hqdefault.jpg,95019,2327.0,106.0,data/raw/images/sZQ7lqaOGMg.jpg
N6f0-ke98bE,Drew Joiner,2026-01-11T15:01:17Z,2026 Fashion Trend Predictions,https://i.ytimg.com/vi/N6f0-ke98bE/hqdefault.jpg,71538,3199.0,156.0,data/raw/images/N6f0-ke98bE.jpg
4QDMKV_edaM,Foundation Mortgage Corporation,2026-03-09T11:00:16Z,"Spring Market Forecast 2026 | Housing Trends, Mortgage Rates & Broker Strategy",https://i.ytimg.com/vi/4QDMKV_edaM/hqdefault.jpg,18,0.0,0.0,data/raw/images/4QDMKV_edaM.jpg
Xe98F5TVvGM,Shehala Khalid,2026-04-01T14:24:33Z,STUDY WITH ME🤎!! #study #studywithme #motivation #shorts,https://i.ytimg.com/vi/Xe98F5TVvGM/hqdefault.jpg,1474,63.0,,data/raw/images/Xe98F5TVvGM.jpg
NKXgQZ9a5SE,Isharea ☆○メ｡ﾟ,2026-03-31T12:01:15Z,Quick Stationary Haul 💗💐✨#stationaryhaul #class11th #aesthetics,https://i.ytimg.com/vi/NKXgQZ9a5SE/hqdefault.jpg,1621,37.0,13.0,data/raw/images/NKXgQZ9a5SE.jpg
QUqjSSmqlmQ,AnjuBee4U ,2026-04-01T12:50:00Z,"New month, new hope ❤️ #shorts #shortsfeed #trending",https://i.ytimg.com/vi/QUqjSSmqlmQ/hqdefault.jpg,746,,4.0,data/raw/images/QUqjSSmqlmQ.jpg
S-BEbIsKTyg,aesthetic girls diary,2025-07-17T06:10:16Z,empty Notebook ideas 🎀#viral #empty#diary#trending #aesthetic #viralvideo #shorts#diaryideas#journal,https://i.ytimg.com/vi/S-BEbIsKTyg/hqdefault.jpg,205966,,12.0,data/raw/images/S-BEbIsKTyg.jpg
Lb5wvNQO2Ys,Vision Of America,2025-10-09T13:22:05Z,Raspberry Pi Keyboard Computer – The Ultimate Portable Setup! 💻✨,https://i.ytimg.com/vi/Lb5wvNQO2Ys/hqdefault.jpg,10875437,208486.0,2994.0,data/raw/images/Lb5wvNQO2Ys.jpg
_YT5N-LX6aw,Leena,2026-03-25T21:00:44Z,Spring/Summer Trend Predictions,https://i.ytimg.com/vi/_YT5N-LX6aw/hqdefault.jpg,282,6.0,2.0,data/raw/images/_YT5N-LX6aw.jpg
NO5O84DN8Ks,Raisa,2026-01-06T19:40:18Z,Diptyque | aggressive curation shopping vlog #underconsumption #underconsumptioncore #diptyque,https://i.ytimg.com/vi/NO5O84DN8Ks/hqdefault.jpg,16300,218.0,2.0,data/raw/images/NO5O84DN8Ks.jpg
H8dlFWyNb6o,Aesthetic _Study,2025-07-30T12:32:10Z,Easy and aesthetic front page idea 🌷✨ #shorts #youtubeshorts #frontpage,https://i.ytimg.com/vi/H8dlFWyNb6o/hqdefault.jpg,265439,4157.0,55.0,data/raw/images/H8dlFWyNb6o.jpg
XwASO1mYQLc,Stationery Pal,2025-04-06T10:05:00Z,Which of my stationery and my sister's do you like better?#shorts,https://i.ytimg.com/vi/XwASO1mYQLc/hqdefault.jpg,12812185,96728.0,4486.0,data/raw/images/XwASO1mYQLc.jpg
_8De4fXY0T0,Eco Ariel,2026-01-19T15:29:55Z,Underconsumption core challenge | Grocery haul ,https://i.ytimg.com/vi/_8De4fXY0T0/hqdefault.jpg,237,5.0,2.0,data/raw/images/_8De4fXY0T0.jpg
9WILuE0hAms,Ayuhh,2026-04-01T00:56:58Z,study with me #neet #neetaspirents #2026 #exam #shortvideo,https://i.ytimg.com/vi/9WILuE0hAms/hqdefault.jpg,2024,21.0,11.0,data/raw/images/9WILuE0hAms.jpg
tnTjZnhNlZs,Ahmad Hassan,2026-04-01T05:33:06Z,10 Hour Live Study With Me|Medical Student| 90/10 Pomodoro| Rain Sounds🌧️|Day 196,https://i.ytimg.com/vi/tnTjZnhNlZs/hqdefault.jpg,1636,39.0,0.0,data/raw/images/tnTjZnhNlZs.jpg
5OK-5ntRCvQ,Crafty  Khushi,2026-04-01T15:40:56Z,✨ My English Notebook First Page Decoration | Aesthetic Intro Page Design 💫,https://i.ytimg.com/vi/5OK-5ntRCvQ/hqdefault.jpg,14,,0.0,data/raw/images/5OK-5ntRCvQ.jpg
gDObW6dGxAc,Kristine Vike,2026-01-07T11:01:17Z,Let's mend more things! 🪡 🧶 #OldClothes #VisibleMending #Underconsumption,https://i.ytimg.com/vi/gDObW6dGxAc/hqdefault.jpg,2667,198.0,11.0,data/raw/images/gDObW6dGxAc.jpg
BWc9zgtPqAE,My Creativity@Mitali🏞️ (creative handiee),2026-04-01T13:40:00Z,Abstract Color Splash Notebook Border 🎨 | Easy Aesthetic Page Design”,https://i.ytimg.com/vi/BWc9zgtPqAE/hqdefault.jpg,661,5.0,0.0,data/raw/images/BWc9zgtPqAE.jpg
wr2dN5X2ilQ,Marnie Goldberg,2026-02-26T13:01:43Z,Spring 2026 Fashion Trends You’ll ACTUALLY Wear (Over 50),https://i.ytimg.com/vi/wr2dN5X2ilQ/hqdefault.jpg,94221,3937.0,252.0,data/raw/images/wr2dN5X2ilQ.jpg
DPxJgi5kPxk,Sonaxshii,2025-05-11T11:22:08Z,aesthetic bookmark ideas! (part-4) 🎀✨ #shorts #aesthetic,https://i.ytimg.com/vi/DPxJgi5kPxk/hqdefault.jpg,931106,23566.0,49.0,data/raw/images/DPxJgi5kPxk.jpg
yPIE_lgMV8E,AnjXWorld,2026-04-01T15:30:27Z,Cute Aesthetic Journal Ideas 💗 | Easy Journal Pages,https://i.ytimg.com/vi/yPIE_lgMV8E/hqdefault.jpg,1045,17.0,0.0,data/raw/images/yPIE_lgMV8E.jpg
cgteYzBvfBc,ZeroWasteStore,2026-01-01T16:30:15Z,Make 2026 a no-buy year #underconsumption,https://i.ytimg.com/vi/cgteYzBvfBc/hqdefault.jpg,748259,11798.0,795.0,data/raw/images/cgteYzBvfBc.jpg
lZ9G8kpf5Go,NUR Front Page ,2026-03-30T05:12:07Z,Creative front page for school project #frontpage #viral #drawing #aesthetic #shorts #satisfying,https://i.ytimg.com/vi/lZ9G8kpf5Go/hqdefault.jpg,33354,74.0,0.0,data/raw/images/lZ9G8kpf5Go.jpg
7p6AofKXQpg,celery days,2026-03-31T13:00:11Z,5 years of too many notebooks… let’s simplify it ✶ spring 2026 techo kaigi,https://i.ytimg.com/vi/7p6AofKXQpg/hqdefault.jpg,277,29.0,11.0,data/raw/images/7p6AofKXQpg.jpg
Ek45RG-Ei1U,jen ,2026-04-01T16:43:21Z,study with me 🦢⭐️🤍🧸 #aesthetic #college #studyvlog,https://i.ytimg.com/vi/Ek45RG-Ei1U/hqdefault.jpg,1498,41.0,2.0,data/raw/images/Ek45RG-Ei1U.jpg
T2XMvmoZX8g,ナツミ【社労士受験生】 ,2026-03-31T15:52:23Z,【Study with me】社労士受験生の勉強配信📚/relaxing music,https://i.ytimg.com/vi/T2XMvmoZX8g/hqdefault.jpg,413,16.0,0.0,data/raw/images/T2XMvmoZX8g.jpg
KtmfCPEMQ70,Christine Lan,2026-01-09T15:14:18Z,Mortgage Free in 7 Years | Our Frugal Living Story,https://i.ytimg.com/vi/KtmfCPEMQ70/hqdefault.jpg,76270,1842.0,90.0,data/raw/images/KtmfCPEMQ70.jpg
OhjAR3nCGzk,Tech Pathak,2026-03-15T12:45:03Z,Kilo Code + MiniMax 2.5 Full Tutorial | FREE AI Coding Tool | Antigravity Problem Explained,https://i.ytimg.com/vi/OhjAR3nCGzk/hqdefault.jpg,157,4.0,0.0,data/raw/images/OhjAR3nCGzk.jpg
RxAk2dNvY1M,Sabrina Pare,2026-02-04T17:56:13Z,#shorts #underconsumption #nobuy #lowwaste #consciousconsumer #mindfulliving #sustainableliving,https://i.ytimg.com/vi/RxAk2dNvY1M/hqdefault.jpg,987778,44226.0,847.0,data/raw/images/RxAk2dNvY1M.jpg
7DW0Woa1dQs,fan page of not.wal98,2026-01-31T15:35:00Z,Under consumption core ig 😣🙏 #minivlog#notwal,https://i.ytimg.com/vi/7DW0Woa1dQs/hqdefault.jpg,77,,0.0,data/raw/images/7DW0Woa1dQs.jpg
tz3bNPg3h6I,Dinner for Shoes,2025-09-26T15:23:37Z,Spring/Summer 2026 Fashion Trends #runway #fashionweek,https://i.ytimg.com/vi/tz3bNPg3h6I/hqdefault.jpg,22084,80.0,0.0,data/raw/images/tz3bNPg3h6I.jpg
qyS-DRg-SCA,Fateema Journals,2025-06-29T19:51:58Z,Taking aesthetic notes on mini Samsung Tab A9,https://i.ytimg.com/vi/qyS-DRg-SCA/hqdefault.jpg,585334,15108.0,223.0,data/raw/images/qyS-DRg-SCA.jpg
W2hI2XZKKMs,Cute Girl Wallpaper,2026-03-30T14:26:52Z,Beautiful Floral Frame Border🌼✨Easy Aesthetic Notebook Design✨❤️#frontpage#pagedecoration#cuteborder,https://i.ytimg.com/vi/W2hI2XZKKMs/hqdefault.jpg,3812,,2.0,data/raw/images/W2hI2XZKKMs.jpg
xcOVNQ8A0jw,pauline jo ☆ 조경진,2025-09-02T19:46:58Z,study with me vlog!! #studywithme #studyvlog #studytok #timelapse #backtoschool #collegelife,https://i.ytimg.com/vi/xcOVNQ8A0jw/hqdefault.jpg,1817774,128273.0,465.0,data/raw/images/xcOVNQ8A0jw.jpg
j8fC4yNzBJI,Gulnaz Art Gallery ,2025-07-01T08:30:23Z,Cute Notebook Label Design | DIY Name Tag for School Notebooks #shorts #DIYNametag #papercraft,https://i.ytimg.com/vi/j8fC4yNzBJI/hqdefault.jpg,97102,957.0,15.0,data/raw/images/j8fC4yNzBJI.jpg
VMo9aCJxsBY,Word Crafter📚,2026-03-31T23:40:28Z,study with me☕️☁️📖 #study #fypシ #vlog #studymotivation #5010pomodorostudywithme #calligraphy #exam,https://i.ytimg.com/vi/VMo9aCJxsBY/hqdefault.jpg,1821,11.0,,data/raw/images/VMo9aCJxsBY.jpg
ayrtQCRePJo,Dharti Singh,2026-01-15T15:14:21Z,Fashion In & Outs of 2026 #fashiontrends #predictions,https://i.ytimg.com/vi/ayrtQCRePJo/hqdefault.jpg,32894,784.0,4.0,data/raw/images/ayrtQCRePJo.jpg
Qm-b5aUW9kk,~Divene_zz ,2026-04-01T01:35:12Z,brown journal ideas #aestheic #foryou #aesthetic #fypviralシ,https://i.ytimg.com/vi/Qm-b5aUW9kk/hqdefault.jpg,2346,47.0,1.0,data/raw/images/Qm-b5aUW9kk.jpg
FlKay_ZtzRY,SmartCreationArtWorld,2026-03-31T04:30:13Z,Easy & Beutiful 🥰 How to Draw an Aesthetic Floral Wreath | Easy Notebook Cover Idea #scrapbooking,https://i.ytimg.com/vi/FlKay_ZtzRY/hqdefault.jpg,1261,,1.0,data/raw/images/FlKay_ZtzRY.jpg
2LcDSQooenU,simply misha,2025-04-27T11:00:06Z,"how to take aesthetic school notes 🗒️ : my simple note-taking process, pinterest inspired,stationary",https://i.ytimg.com/vi/2LcDSQooenU/hqdefault.jpg,664976,22434.0,2022.0,data/raw/images/2LcDSQooenU.jpg
oRiz33eYlho,Tori Journal,2025-10-17T19:53:52Z,ASMR cutest unboxing from Notebook Therapy💚🐶🐾✨|#asmr #journal #unboxing #haul #stationery #bujo,https://i.ytimg.com/vi/oRiz33eYlho/hqdefault.jpg,358893,15269.0,134.0,data/raw/images/oRiz33eYlho.jpg
