feature,transformation,difference
text_length,compress,0.0
text_count,compress,0.0
text_presence,compress,0.0
face_count,compress,0.0
symmetry,compress,0.001660902323892488
edge_density,blur,0.018015046296296296
blur,blur,348.31709301617155
corner_count,blur,13.0
contrast,blur,1.1803592262109106
keypoint_count,blur,911.0
colorfulness,blur,0.16092264529856948
brightness,blur,0.01203703703703951
entropy,blur,0.018660545349121094
text_length,blur,0.0
text_count,blur,0.0
text_presence,blur,0.0
face_count,blur,0.0
symmetry,blur,0.0051495098039215925
edge_density,noise,0.3223553240740741
blur,noise,86282.09597133327
corner_count,noise,615.0
contrast,noise,23.841791275740754
keypoint_count,noise,2343.0
colorfulness,noise,19.7384902470868
brightness,noise,92.2496875
entropy,noise,0.5862360000610352
text_length,noise,0.0
text_count,noise,0.0
text_presence,noise,0.0
face_count,noise,1.0
symmetry,noise,0.20246323529411758
edge_density,resize_640x360,0.012207754629629627
blur,resize_640x360,516.6469848095719
corner_count,resize_640x360,56.0
contrast,resize_640x360,0.2967810492298497
keypoint_count,resize_640x360,280.0
colorfulness,resize_640x360,0.02712329008252823
brightness,resize_640x360,0.02941550925925185
entropy,resize_640x360,0.004588127136230469
text_length,resize_640x360,0.0
text_count,resize_640x360,0.0
text_presence,resize_640x360,0.0
face_count,resize_640x360,1.0
symmetry,resize_640x360,0.0017662490922295548
edge_density,resize_480x270,0.0020061728395061734
blur,resize_480x270,38.20306957743594
corner_count,resize_480x270,102.0
contrast,resize_480x270,0.2961222174245677
keypoint_count,resize_480x270,781.0
colorfulness,resize_480x270,0.1203759411126839
brightness,resize_480x270,0.001028163580244268
entropy,resize_480x270,0.010270118713378906
text_length,resize_480x270,0.0
text_count,resize_480x270,0.0
text_presence,resize_480x270,0.0
face_count,resize_480x270,2.0
symmetry,resize_480x270,0.0018293240135560662
edge_density,resize_320x180,0.015509259259259264
blur,resize_320x180,153.20283923624515
corner_count,resize_320x180,265.0
contrast,resize_320x180,0.7560183344277434
keypoint_count,resize_320x180,2503.0
colorfulness,resize_320x180,0.00028092436596693915
brightness,resize_320x180,0.024594907407418987
entropy,resize_320x180,0.017005443572998047
text_length,resize_320x180,0.0
text_count,resize_320x180,0.0
text_presence,resize_320x180,0.0
face_count,resize_320x180,2.0
symmetry,resize_320x180,0.004468046477850485
edge_density,resize_240x135,0.02316358024691359
blur,resize_240x135,866.7355949994671
corner_count,resize_240x135,344.0
contrast,resize_240x135,0.7133219934059554
keypoint_count,resize_240x135,3113.0
colorfulness,resize_240x135,0.24483620316293297
brightness,resize_240x135,0.02258680555554804
entropy,resize_240x135,0.02094125747680664
text_length,resize_240x135,0.0
text_count,resize_240x135,0.0
text_presence,resize_240x135,0.0
face_count,resize_240x135,2.0
symmetry,resize_240x135,0.004425184580004848
edge_density,resize_160x90,0.053634259259259257
blur,resize_160x90,2547.8164423998255
corner_count,resize_160x90,389.0
contrast,resize_160x90,0.4942484090239887
keypoint_count,resize_160x90,3569.0
colorfulness,resize_160x90,0.007400487423012692
brightness,resize_160x90,0.6144155092592598
entropy,resize_160x90,0.009945869445800781
text_length,resize_160x90,0.0
text_count,resize_160x90,0.0
text_presence,resize_160x90,0.0
face_count,resize_160x90,2.0
symmetry,resize_160x90,0.0031078885257807
edge_density,resize_426x240,0.002369587897756917
blur,resize_426x240,218.6332378855842
corner_count,resize_426x240,149.0
contrast,resize_426x240,0.6050583816896307
keypoint_count,resize_426x240,1567.0
colorfulness,resize_426x240,0.02300267578775106
brightness,resize_426x240,0.07885033581116829
entropy,resize_426x240,0.012427330017089844
text_length,resize_426x240,0.0
text_count,resize_426x240,0.0
text_presence,resize_426x240,0.0
face_count,resize_426x240,2.0
symmetry,resize_426x240,0.0034828386623299012
edge_density,compress,0.025405092592592604
blur,compress,1115.9555530712487
corner_count,compress,150.0
contrast,compress,0.5773845140695997
keypoint_count,compress,155.0
colorfulness,compress,0.3595523797490898
brightness,compress,0.053854166666667425
entropy,compress,0.031348228454589844
text_length,compress,0.0
text_count,compress,0.0
text_presence,compress,0.0
face_count,compress,2.0
symmetry,compress,0.005266612200435672
edge_density,blur,0.040254629629629626
blur,blur,1006.3050741422926
corner_count,blur,48.0
contrast,blur,1.642282336474544
keypoint_count,blur,1663.0
colorfulness,blur,0.01121296847115616
brightness,blur,0.001718750000009095
entropy,blur,0.0388493537902832
text_length,blur,0.0
text_count,blur,0.0
text_presence,blur,0.0
face_count,blur,0.0
symmetry,blur,0.010192129629629676
edge_density,noise,0.28501157407407407
blur,noise,64386.86201465406
corner_count,noise,353.0
contrast,noise,7.662224526430506
keypoint_count,noise,604.0
colorfulness,noise,16.787954136328466
brightness,noise,81.6697048611111
entropy,noise,0.11212635040283203
text_length,noise,0.0
text_count,noise,0.0
text_presence,noise,0.0
face_count,noise,2.0
symmetry,noise,0.15491716594045013
edge_density,resize_640x360,0.007714120370370364
blur,resize_640x360,468.09042611037296
corner_count,resize_640x360,16.0
contrast,resize_640x360,0.31707861176548136
keypoint_count,resize_640x360,244.0
colorfulness,resize_640x360,0.02328970904363814
brightness,resize_640x360,0.013706597222224559
entropy,resize_640x360,0.01711130142211914
text_length,resize_640x360,0.0
text_count,resize_640x360,0.0
text_presence,resize_640x360,0.0
face_count,resize_640x360,0.0
symmetry,resize_640x360,0.0013125000000000497
edge_density,resize_480x270,0.00010416666666666907
blur,resize_480x270,113.78395928698865
corner_count,resize_480x270,38.0
contrast,resize_480x270,0.43802356316222557
keypoint_count,resize_480x270,736.0
colorfulness,resize_480x270,0.08199175569819772
brightness,resize_480x270,0.04372106481480387
entropy,resize_480x270,0.006379127502441406
text_length,resize_480x270,0.0
text_count,resize_480x270,0.0
text_presence,resize_480x270,0.0
face_count,resize_480x270,0.0
symmetry,resize_480x270,0.0011836268458000898
edge_density,resize_320x180,0.005081018518518519
blur,resize_320x180,109.02217347912801
corner_count,resize_320x180,101.0
contrast,resize_320x180,0.8550784061291381
keypoint_count,resize_320x180,1751.0
colorfulness,resize_320x180,0.11537926253504338
brightness,resize_320x180,0.033003472222233654
entropy,resize_320x180,0.015093803405761719
text_length,resize_320x180,0.0
text_count,resize_320x180,0.0
text_presence,resize_320x180,0.0
face_count,resize_320x180,0.0
symmetry,resize_320x180,0.0030902777777778168
edge_density,resize_240x135,0.013699845679012349
blur,resize_240x135,788.7503171488156
corner_count,resize_240x135,122.0
contrast,resize_240x135,0.8234302085461991
keypoint_count,resize_240x135,2022.0
colorfulness,resize_240x135,0.1927131328170617
brightness,resize_240x135,0.11106674382715198
entropy,resize_240x135,0.014319419860839844
text_length,resize_240x135,0.0
text_count,resize_240x135,0.0
text_presence,resize_240x135,0.0
face_count,resize_240x135,0.0
symmetry,resize_240x135,0.003087645243282533
edge_density,resize_160x90,0.03327546296296297
blur,resize_160x90,2656.663067176382
corner_count,resize_160x90,142.0
contrast,resize_160x90,0.29735061149528974
keypoint_count,resize_160x90,2207.0
colorfulness,resize_160x90,0.0724992971595384
brightness,resize_160x90,0.8426909722222291
entropy,resize_160x90,0.0021905899047851562
text_length,resize_160x90,0.0
text_count,resize_160x90,0.0
text_presence,resize_160x90,0.0
face_count,resize_160x90,0.0
symmetry,resize_160x90,0.0021978485838780593
edge_density,resize_426x240,0.00015274517475221544
blur,resize_426x240,250.67528270836272
corner_count,resize_426x240,63.0
contrast,resize_426x240,0.6227106765751458
keypoint_count,resize_426x240,1110.0
colorfulness,resize_426x240,0.004554275818691167
brightness,resize_426x240,0.036964250782475006
entropy,resize_426x240,0.02279043197631836
text_length,resize_426x240,0.0
text_count,resize_426x240,0.0
text_presence,resize_426x240,0.0
face_count,resize_426x240,0.0
symmetry,resize_426x240,0.002602946929945671
edge_density,compress,0.012332175925925927
blur,compress,464.4130818963199
corner_count,compress,41.0
contrast,compress,0.191640385735532
keypoint_count,compress,525.0
colorfulness,compress,0.5256615934546289
brightness,compress,0.09472222222223081
entropy,compress,0.03642463684082031
text_length,compress,0.0
text_count,compress,0.0
text_presence,compress,0.0
face_count,compress,0.0
symmetry,compress,0.005292574437182229
edge_density,blur,0.021840277777777774
blur,blur,1114.9508670106736
corner_count,blur,16.0
contrast,blur,1.9266459214455907
keypoint_count,blur,1064.0
colorfulness,blur,0.2063093346426399
brightness,blur,0.0012499999999988631
entropy,blur,0.0007748603820800781
text_length,blur,0.0
text_count,blur,0.0
text_presence,blur,0.0
face_count,blur,0.0
symmetry,blur,0.00798511256354395
edge_density,noise,0.3116666666666667
blur,noise,78181.98338853293
corner_count,noise,632.0
contrast,noise,11.498171485843514
keypoint_count,noise,1974.0
colorfulness,noise,0.8338313263151633
brightness,noise,89.61396412037038
entropy,noise,0.843015193939209
text_length,noise,0.0
text_count,noise,0.0
text_presence,noise,0.0
face_count,noise,0.0
symmetry,noise,0.23906558641975306
edge_density,resize_640x360,0.0057884837962962985
blur,resize_640x360,142.67771563342478
corner_count,resize_640x360,4.0
contrast,resize_640x360,0.1307691236131916
keypoint_count,resize_640x360,21.0
colorfulness,resize_640x360,0.004821632762002537
brightness,resize_640x360,0.01412181712963445
entropy,resize_640x360,0.013266563415527344
text_length,resize_640x360,0.0
text_count,resize_640x360,0.0
text_presence,resize_640x360,0.0
face_count,resize_640x360,0.0
symmetry,resize_640x360,0.0005483955156136977
edge_density,resize_480x270,0.0026273148148148115
blur,resize_480x270,21.911288835439223
corner_count,resize_480x270,24.0
contrast,resize_480x270,0.050076663710527214
keypoint_count,resize_480x270,210.0
colorfulness,resize_480x270,0.002761708779146943
brightness,resize_480x270,0.025169753086416335
entropy,resize_480x270,0.005488872528076172
text_length,resize_480x270,0.0
text_count,resize_480x270,0.0
text_presence,resize_480x270,0.0
face_count,resize_480x270,0.0
symmetry,resize_480x270,0.00016712055192447117
edge_density,resize_320x180,0.012401620370370372
blur,resize_320x180,105.91714686749827
corner_count,resize_320x180,77.0
contrast,resize_320x180,0.24270019834058587
keypoint_count,resize_320x180,515.0
colorfulness,resize_320x180,0.023901854305520942
brightness,resize_320x180,0.03747685185184935
entropy,resize_320x180,0.01641845703125
text_length,resize_320x180,0.0
text_count,resize_320x180,0.0
text_presence,resize_320x180,0.0
face_count,resize_320x180,1.0
symmetry,resize_320x180,0.0009584241103849367
edge_density,resize_240x135,0.022581018518518518
blur,resize_240x135,318.89784486253114
corner_count,resize_240x135,88.0
contrast,resize_240x135,0.3029631656544467
keypoint_count,resize_240x135,645.0
colorfulness,resize_240x135,0.0252297832091557
brightness,resize_240x135,0.03816358024691624
entropy,resize_240x135,0.0067596435546875
text_length,resize_240x135,0.0
text_count,resize_240x135,0.0
text_presence,resize_240x135,0.0
face_count,resize_240x135,1.0
symmetry,resize_240x135,0.0009104030501089211
edge_density,resize_160x90,0.04103009259259259
blur,resize_160x90,1176.2642603717904
corner_count,resize_160x90,109.0
contrast,resize_160x90,0.015194627388495974
keypoint_count,resize_160x90,759.0
colorfulness,resize_160x90,0.025720851952598878
brightness,resize_160x90,0.3406018518518579
entropy,resize_160x90,0.014501094818115234
text_length,resize_160x90,0.0
text_count,resize_160x90,0.0
text_presence,resize_160x90,0.0
face_count,resize_160x90,1.0
symmetry,resize_160x90,0.00021014887436454632
edge_density,resize_426x240,0.004475906364110587
blur,resize_426x240,41.89275521371485
corner_count,resize_426x240,38.0
contrast,resize_426x240,0.19898738576040387
keypoint_count,resize_426x240,335.0
colorfulness,resize_426x240,0.00878903942469833
brightness,resize_426x240,0.049136019822640264
entropy,resize_426x240,0.02939462661743164
text_length,resize_426x240,0.0
text_count,resize_426x240,0.0
text_presence,resize_426x240,0.0
face_count,resize_426x240,0.0
symmetry,resize_426x240,0.00065274964967732
edge_density,compress,0.0039467592592592575
blur,compress,157.8807213068456
corner_count,compress,34.0
contrast,compress,0.12473913791380653
keypoint_count,compress,290.0
colorfulness,compress,0.43598474086454075
brightness,compress,0.08087962962962081
entropy,compress,0.041337013244628906
text_length,compress,0.0
text_count,compress,0.0
text_presence,compress,0.0
face_count,compress,0.0
symmetry,compress,1.6430646332610266e-05
edge_density,blur,0.0070370370370370396
blur,blur,208.18909591370883
corner_count,blur,11.0
contrast,blur,0.6461178852018463
keypoint_count,blur,295.0
colorfulness,blur,0.0025695001501588877
brightness,blur,0.008640046296306991
entropy,blur,0.0726766586303711
text_length,blur,0.0
text_count,blur,0.0
text_presence,blur,0.0
face_count,blur,0.0
symmetry,blur,0.00261451525054468
edge_density,noise,0.3148842592592592
blur,noise,77680.50035350329
corner_count,noise,664.0
contrast,noise,6.467443879320001
keypoint_count,noise,3454.0
colorfulness,noise,12.789665746919212
brightness,noise,87.31302662037037
entropy,noise,0.40344905853271484
text_length,noise,0.0
text_count,noise,0.0
text_presence,noise,0.0
face_count,noise,0.0
symmetry,noise,0.15180523783587507
edge_density,resize_640x360,0.003078703703703705
blur,resize_640x360,137.38469037296417
corner_count,resize_640x360,13.0
contrast,resize_640x360,0.12561632940854395
keypoint_count,resize_640x360,3.0
colorfulness,resize_640x360,0.008572588611627907
brightness,resize_640x360,0.0018200231481557694
entropy,resize_640x360,0.021335601806640625
text_length,resize_640x360,0.0
text_count,resize_640x360,0.0
text_presence,resize_640x360,0.0
face_count,resize_640x360,0.0
symmetry,resize_640x360,0.0004765795206972401
edge_density,resize_480x270,0.0019483024691358004
blur,resize_480x270,3.9176415814090433
corner_count,resize_480x270,6.0
contrast,resize_480x270,0.029648614163996
keypoint_count,resize_480x270,92.0
colorfulness,resize_480x270,0.015969061691137654
brightness,resize_480x270,0.024027777777774872
entropy,resize_480x270,0.01145172119140625
text_length,resize_480x270,0.0
text_count,resize_480x270,0.0
text_presence,resize_480x270,0.0
face_count,resize_480x270,0.0
symmetry,resize_480x270,0.00024358508835631287
edge_density,resize_320x180,0.011469907407407406
blur,resize_320x180,2.5644914121107263
corner_count,resize_320x180,16.0
contrast,resize_320x180,0.23005870159929742
keypoint_count,resize_320x180,300.0
colorfulness,resize_320x180,0.03138493560075517
brightness,resize_320x180,0.004918981481480955
entropy,resize_320x180,0.0225067138671875
text_length,resize_320x180,0.0
text_count,resize_320x180,0.0
text_presence,resize_320x180,0.0
face_count,resize_320x180,0.0
symmetry,resize_320x180,0.0007766884531590357
edge_density,resize_240x135,0.021168981481481476
blur,resize_240x135,104.12804074889735
corner_count,resize_240x135,21.0
contrast,resize_240x135,0.3206000392528878
keypoint_count,resize_240x135,402.0
colorfulness,resize_240x135,0.028297776295772792
brightness,resize_240x135,0.016350308641975175
entropy,resize_240x135,0.038892269134521484
text_length,resize_240x135,0.0
text_count,resize_240x135,0.0
text_presence,resize_240x135,0.0
face_count,resize_240x135,0.0
symmetry,resize_240x135,0.0006496005809731864
edge_density,resize_160x90,0.03640046296296296
blur,resize_160x90,697.8136651561427
corner_count,resize_160x90,28.0
contrast,resize_160x90,0.1572341277624929
keypoint_count,resize_160x90,528.0
colorfulness,resize_160x90,0.05780076824444791
brightness,resize_160x90,0.5273148148148152
entropy,resize_160x90,0.043198585510253906
text_length,resize_160x90,0.0
text_count,resize_160x90,0.0
text_presence,resize_160x90,0.0
face_count,resize_160x90,0.0
symmetry,resize_160x90,5.991285403017521e-06
edge_density,resize_426x240,0.004299523995826811
blur,resize_426x240,84.0353031895146
corner_count,resize_426x240,3.0
contrast,resize_426x240,0.21608293602848505
keypoint_count,resize_426x240,193.0
colorfulness,resize_426x240,0.019865026753123516
brightness,resize_426x240,0.021856742305686794
entropy,resize_426x240,0.04471015930175781
text_length,resize_426x240,0.0
text_count,resize_426x240,0.0
text_presence,resize_426x240,0.0
face_count,resize_426x240,0.0
symmetry,resize_426x240,0.0006196722820583922
edge_density,compress,0.0006481481481481477
blur,compress,48.05601228991853
corner_count,compress,16.0
contrast,compress,0.0668887451170761
keypoint_count,compress,136.0
colorfulness,compress,0.29306011235816243
brightness,compress,0.1630787037037038
entropy,compress,0.12896060943603516
text_length,compress,0.0
text_count,compress,0.0
text_presence,compress,0.0
face_count,compress,0.0
symmetry,compress,0.00039687726942627677
edge_density,blur,0.0027025462962962966
blur,blur,203.1765332002114
corner_count,blur,11.0
contrast,blur,0.5442709883632304
keypoint_count,blur,223.0
colorfulness,blur,0.07480487893457166
brightness,blur,0.007135416666670835
entropy,blur,0.1182103157043457
text_length,blur,0.0
text_count,blur,0.0
text_presence,blur,0.0
face_count,blur,0.0
symmetry,blur,0.0018784949164851739
edge_density,noise,0.35118055555555555
blur,noise,67329.07880726595
corner_count,noise,756.0
contrast,noise,15.355085906378498
keypoint_count,noise,3698.0
colorfulness,noise,24.164927695398404
brightness,noise,84.45355324074073
entropy,noise,0.6705036163330078
text_length,noise,0.0
text_count,noise,0.0
text_presence,noise,0.0
face_count,noise,0.0
symmetry,noise,0.21103213507625274
edge_density,resize_640x360,0.011051793981481484
blur,resize_640x360,427.7778231758965
corner_count,resize_640x360,57.0
contrast,resize_640x360,0.2560137696241114
keypoint_count,resize_640x360,32.0
colorfulness,resize_640x360,0.007204131516147072
brightness,resize_640x360,0.018935185185185333
entropy,resize_640x360,0.0025649070739746094
text_length,resize_640x360,0.0
text_count,resize_640x360,0.0
text_presence,resize_640x360,0.0
face_count,resize_640x360,0.0
symmetry,resize_640x360,0.001013911583151783
edge_density,resize_480x270,0.0032658179012345634
blur,resize_480x270,25.449139498552086
corner_count,resize_480x270,23.0
contrast,resize_480x270,0.14142741399321324
keypoint_count,resize_480x270,405.0
colorfulness,resize_480x270,0.0784984737549621
brightness,resize_480x270,0.022914737654318174
entropy,resize_480x270,0.006714820861816406
text_length,resize_480x270,0.0
text_count,resize_480x270,0.0
text_presence,resize_480x270,0.0
face_count,resize_480x270,0.0
symmetry,resize_480x270,0.00057569293149351
edge_density,resize_320x180,0.018848379629629625
blur,resize_320x180,25.892803620514997
corner_count,resize_320x180,90.0
contrast,resize_320x180,0.5200847571848399
keypoint_count,resize_320x180,1449.0
colorfulness,resize_320x180,0.030487463698122497
brightness,resize_320x180,0.007737268518511087
entropy,resize_320x180,0.0007405281066894531
text_length,resize_320x180,0.0
text_count,resize_320x180,0.0
text_presence,resize_320x180,0.0
face_count,resize_320x180,0.0
symmetry,resize_320x180,0.002139115831517713
edge_density,resize_240x135,0.031151620370370364
blur,resize_240x135,346.7048780569487
corner_count,resize_240x135,122.0
contrast,resize_240x135,0.6129161143519752
keypoint_count,resize_240x135,1794.0
colorfulness,resize_240x135,0.056713559720549256
brightness,resize_240x135,0.057833719135800266
entropy,resize_240x135,0.0167694091796875
text_length,resize_240x135,0.0
text_count,resize_240x135,0.0
text_presence,resize_240x135,0.0
face_count,resize_240x135,0.0
symmetry,resize_240x135,0.0019622216170418483
edge_density,resize_160x90,0.05950810185185185
blur,resize_160x90,1724.2412127941745
corner_count,resize_160x90,149.0
contrast,resize_160x90,0.0923316752134582
keypoint_count,resize_160x90,2137.0
colorfulness,resize_160x90,0.006850029682283321
brightness,resize_160x90,0.5247511574074082
entropy,resize_160x90,0.004681587219238281
text_length,resize_160x90,0.0
text_count,resize_160x90,0.0
text_presence,resize_160x90,0.0
face_count,resize_160x90,0.0
symmetry,resize_160x90,0.0003695987654321886
edge_density,resize_426x240,0.0049922567814293176
blur,resize_426x240,258.3119103679028
corner_count,resize_426x240,46.0
contrast,resize_426x240,0.43225682402425747
keypoint_count,resize_426x240,973.0
colorfulness,resize_426x240,0.00022430974881615384
brightness,resize_426x240,0.06420521974439453
entropy,resize_426x240,0.007378578186035156
text_length,resize_426x240,0.0
text_count,resize_426x240,0.0
text_presence,resize_426x240,0.0
face_count,resize_426x240,0.0
symmetry,resize_426x240,0.001510705938609025
edge_density,compress,0.011840277777777776
blur,compress,515.2566419302648
corner_count,compress,69.0
contrast,compress,0.3001197204385164
keypoint_count,compress,629.0
colorfulness,compress,0.9202620800578529
brightness,compress,0.012812499999995453
entropy,compress,0.0013785362243652344
text_length,compress,0.0
text_count,compress,0.0
text_presence,compress,0.0
face_count,compress,0.0
symmetry,compress,0.0018571169208424498
edge_density,blur,0.02681712962962963
blur,blur,691.4437066514756
corner_count,blur,27.0
contrast,blur,1.1067069742399767
keypoint_count,blur,1356.0
colorfulness,blur,0.23360503309385194
brightness,blur,0.004710648148147811
entropy,blur,0.01751089096069336
text_length,blur,0.0
text_count,blur,0.0
text_presence,blur,0.0
face_count,blur,0.0
symmetry,blur,0.004770334059549741
edge_density,noise,0.29623263888888884
blur,noise,70321.96318589967
corner_count,noise,606.0
contrast,noise,9.1958994887436
keypoint_count,noise,2070.0
colorfulness,noise,4.083743564844923
brightness,noise,84.43889467592594
entropy,noise,0.11086893081665039
text_length,noise,0.0
text_count,noise,0.0
text_presence,noise,0.0
face_count,noise,0.0
symmetry,noise,0.13064438090050845
edge_density,resize_640x360,0.019442997685185176
blur,resize_640x360,1058.3809014639392
corner_count,resize_640x360,92.0
contrast,resize_640x360,0.8689248756208698
keypoint_count,resize_640x360,204.0
colorfulness,resize_640x360,0.07216888525432807
brightness,resize_640x360,0.03105179398147584
entropy,resize_640x360,0.0028076171875
text_length,resize_640x360,0.0
text_count,resize_640x360,0.0
text_presence,resize_640x360,0.0
face_count,resize_640x360,0.0
symmetry,resize_640x360,0.0030516407952070335
edge_density,resize_480x270,0.014490740740740748
blur,resize_480x270,200.1073769188315
corner_count,resize_480x270,61.0
contrast,resize_480x270,0.7159828266248027
keypoint_count,resize_480x270,466.0
colorfulness,resize_480x270,0.06283002157091744
brightness,resize_480x270,0.011350308641972617
entropy,resize_480x270,0.000499725341796875
text_length,resize_480x270,0.0
text_count,resize_480x270,0.0
text_presence,resize_480x270,0.0
face_count,resize_480x270,0.0
symmetry,resize_480x270,0.002211903897361478
edge_density,resize_320x180,0.06304398148148149
blur,resize_320x180,1688.1979164966729
corner_count,resize_320x180,229.0
contrast,resize_320x180,1.9679083325196274
keypoint_count,resize_320x180,2349.0
colorfulness,resize_320x180,0.0069826615386148205
brightness,resize_320x180,0.008501157407408755
entropy,resize_320x180,0.0033502578735351562
text_length,resize_320x180,0.0
text_count,resize_320x180,0.0
text_presence,resize_320x180,0.0
face_count,resize_320x180,0.0
symmetry,resize_320x180,0.006628676470588291
edge_density,resize_240x135,0.09985339506172841
blur,resize_240x135,4489.786245529991
corner_count,resize_240x135,306.0
contrast,resize_240x135,1.9971620990662373
keypoint_count,resize_240x135,3648.0
colorfulness,resize_240x135,0.056811146711936544
brightness,resize_240x135,0.014158950617279231
entropy,resize_240x135,0.012747764587402344
text_length,resize_240x135,0.0
text_count,resize_240x135,0.0
text_presence,resize_240x135,0.0
face_count,resize_240x135,0.0
symmetry,resize_240x135,0.006833908254659904
edge_density,resize_160x90,0.14696759259259262
blur,resize_160x90,12963.5256185571
corner_count,resize_160x90,375.0
contrast,resize_160x90,0.8540442703401041
keypoint_count,resize_160x90,4455.0
colorfulness,resize_160x90,0.03620769822440195
brightness,resize_160x90,0.5178009259259255
entropy,resize_160x90,0.005062103271484375
text_length,resize_160x90,0.0
text_count,resize_160x90,0.0
text_presence,resize_160x90,0.0
face_count,resize_160x90,0.0
symmetry,resize_160x90,0.0010923202614379068
edge_density,resize_426x240,0.028424947835159114
blur,resize_426x240,0.2571075388555073
corner_count,resize_426x240,133.0
contrast,resize_426x240,1.619475578505721
keypoint_count,resize_426x240,917.0
colorfulness,resize_426x240,0.17584961343524697
brightness,resize_426x240,0.03131488002086513
entropy,resize_426x240,0.0027785301208496094
text_length,resize_426x240,0.0
text_count,resize_426x240,0.0
text_presence,resize_426x240,0.0
face_count,resize_426x240,0.0
symmetry,resize_426x240,0.005093685752861399
edge_density,compress,0.012575231481481486
blur,compress,1146.8901961076822
corner_count,compress,69.0
contrast,compress,0.1609905505094389
keypoint_count,compress,2.0
colorfulness,compress,2.18347761023621
brightness,compress,0.16265046296295793
entropy,compress,0.010642528533935547
text_length,compress,0.0
text_count,compress,0.0
text_presence,compress,0.0
face_count,compress,1.0
symmetry,compress,0.002370642701524983
edge_density,blur,0.03706018518518518
blur,blur,1983.9154186906558
corner_count,blur,5.0
contrast,blur,5.311767899789757
keypoint_count,blur,30.0
colorfulness,blur,0.42841409277495757
brightness,blur,0.0196932870370361
entropy,blur,0.008570671081542969
text_length,blur,0.0
text_count,blur,0.0
text_presence,blur,0.0
face_count,blur,1.0
symmetry,blur,0.0183008805374002
edge_density,noise,0.24107060185185186
blur,noise,83718.7711785855
corner_count,noise,344.0
contrast,noise,12.696376880274045
keypoint_count,noise,74.0
colorfulness,noise,26.448455974518993
brightness,noise,92.28550347222223
entropy,noise,0.25438499450683594
text_length,noise,0.0
text_count,noise,0.0
text_presence,noise,0.0
face_count,noise,1.0
symmetry,noise,0.15943967864923747
edge_density,resize_640x360,0.014150752314814816
blur,resize_640x360,1026.6341221307612
corner_count,resize_640x360,83.0
contrast,resize_640x360,0.3677355505351585
keypoint_count,resize_640x360,265.0
colorfulness,resize_640x360,0.1479948004024152
brightness,resize_640x360,0.037954282407412165
entropy,resize_640x360,0.012749195098876953
text_length,resize_640x360,0.0
text_count,resize_640x360,0.0
text_presence,resize_640x360,0.0
face_count,resize_640x360,0.0
symmetry,resize_640x360,0.0016593591140160457
edge_density,resize_480x270,0.005819830246913571
blur,resize_480x270,343.90297284211056
corner_count,resize_480x270,106.0
contrast,resize_480x270,0.5834087796256568
keypoint_count,resize_480x270,701.0
colorfulness,resize_480x270,0.5647365115635807
brightness,resize_480x270,0.046496913580241994
entropy,resize_480x270,0.043437957763671875
text_length,resize_480x270,0.0
text_count,resize_480x270,0.0
text_presence,resize_480x270,0.0
face_count,resize_480x270,1.0
symmetry,resize_480x270,0.002028292181069924
edge_density,resize_320x180,0.012355324074074067
blur,resize_320x180,227.0739074256262
corner_count,resize_320x180,268.0
contrast,resize_320x180,1.1968093176509456
keypoint_count,resize_320x180,2468.0
colorfulness,resize_320x180,0.48628251387837906
brightness,resize_320x180,0.03315393518518306
entropy,resize_320x180,0.055365562438964844
text_length,resize_320x180,0.0
text_count,resize_320x180,0.0
text_presence,resize_320x180,0.0
face_count,resize_320x180,0.0
symmetry,resize_320x180,0.00428136347131447
edge_density,resize_240x135,0.025696373456790114
blur,resize_240x135,2307.1054171463147
corner_count,resize_240x135,321.0
contrast,resize_240x135,1.1160572638877682
keypoint_count,resize_240x135,3122.0
colorfulness,resize_240x135,0.06414741899011744
brightness,resize_240x135,0.2764506172839418
entropy,resize_240x135,0.03302192687988281
text_length,resize_240x135,0.0
text_count,resize_240x135,0.0
text_presence,resize_240x135,0.0
face_count,resize_240x135,0.0
symmetry,resize_240x135,0.00419871096586788
edge_density,resize_160x90,0.07284143518518518
blur,resize_160x90,5738.425117809741
corner_count,resize_160x90,359.0
contrast,resize_160x90,0.9322912974765956
keypoint_count,resize_160x90,3669.0
colorfulness,resize_160x90,0.05580701204412719
brightness,resize_160x90,0.4852546296296367
entropy,resize_160x90,0.037085533142089844
text_length,resize_160x90,0.0
text_count,resize_160x90,0.0
text_presence,resize_160x90,0.0
face_count,resize_160x90,0.0
symmetry,resize_160x90,0.001928013798111916
edge_density,resize_426x240,0.005055832681272812
blur,resize_426x240,434.9788829222
corner_count,resize_426x240,169.0
contrast,resize_426x240,0.8279160411165947
keypoint_count,resize_426x240,1297.0
colorfulness,resize_426x240,0.4769029273957557
brightness,resize_426x240,0.06814227960354913
entropy,resize_426x240,0.04816102981567383
text_length,resize_426x240,0.0
text_count,resize_426x240,0.0
text_presence,resize_426x240,0.0
face_count,resize_426x240,0.0
symmetry,resize_426x240,0.003591773042028512
edge_density,compress,0.006383101851851855
blur,compress,664.6343872599448
corner_count,compress,12.0
contrast,compress,0.956743635239178
keypoint_count,compress,4.0
colorfulness,compress,1.662941344342272
brightness,compress,0.25710648148147186
entropy,compress,0.09489870071411133
text_length,compress,0.0
text_count,compress,0.0
text_presence,compress,0.0
face_count,compress,0.0
symmetry,compress,0.0007017973856209281
edge_density,blur,0.05453125
