feature,transformation,difference
edge_density,resize_426x240,0.0022312695618153314
blur,resize_426x240,233.0585917422875
corner_count,resize_426x240,61.0
contrast,resize_426x240,0.35251335121122906
keypoint_count,resize_426x240,900.0
colorfulness,resize_426x240,0.4371778901153789
brightness,resize_426x240,0.08142564880020586
entropy,resize_426x240,0.0023789405822753906
text_length,resize_426x240,0.0
text_count,resize_426x240,0.0
text_presence,resize_426x240,0.0
face_count,resize_426x240,1.0
symmetry,resize_426x240,0.0018152399326971658
edge_density,compress,0.013246527777777774
blur,compress,667.0135346228245
corner_count,compress,51.0
contrast,compress,0.3532327341654735
keypoint_count,compress,607.0
colorfulness,compress,3.4240914621007192
brightness,compress,0.049780092592584424
entropy,compress,0.005275726318359375
text_length,compress,0.0
text_count,compress,0.0
text_presence,compress,0.0
face_count,compress,1.0
symmetry,compress,0.002618736383442233
edge_density,blur,0.020254629629629633
blur,blur,627.2869475025653
corner_count,blur,14.0
contrast,blur,0.950771917366211
keypoint_count,blur,1150.0
colorfulness,blur,1.0664556789586754
brightness,blur,0.011984953703702672
entropy,blur,0.007035732269287109
text_length,blur,0.0
text_count,blur,0.0
text_presence,blur,0.0
face_count,blur,0.0
symmetry,blur,0.005092093318808999
edge_density,noise,0.30126736111111113
blur,noise,73114.292461393
corner_count,noise,571.0
contrast,noise,4.803567533816434
keypoint_count,noise,2332.0
colorfulness,noise,47.36064643835455
brightness,noise,83.96637152777777
entropy,noise,0.07606220245361328
text_length,noise,0.0
text_count,noise,0.0
text_presence,noise,0.0
face_count,noise,0.0
symmetry,noise,0.153227441902687
edge_density,resize_640x360,0.0078125
blur,resize_640x360,449.74097766361945
corner_count,resize_640x360,35.0
contrast,resize_640x360,0.3302033343955557
keypoint_count,resize_640x360,210.0
colorfulness,resize_640x360,0.0028661601780726187
brightness,resize_640x360,0.016618923611105174
entropy,resize_640x360,0.0074005126953125
text_length,resize_640x360,0.0
text_count,resize_640x360,0.0
text_presence,resize_640x360,0.0
face_count,resize_640x360,0.0
symmetry,resize_640x360,0.0015640091684822055
edge_density,resize_480x270,2.7006172839509623e-05
blur,resize_480x270,43.187250505796214
corner_count,resize_480x270,44.0
contrast,resize_480x270,0.33474677479848935
keypoint_count,resize_480x270,802.0
colorfulness,resize_480x270,0.01860062566535703
brightness,resize_480x270,0.0036496913580350565
entropy,resize_480x270,0.009246349334716797
text_length,resize_480x270,0.0
text_count,resize_480x270,0.0
text_presence,resize_480x270,0.0
face_count,resize_480x270,0.0
symmetry,resize_480x270,0.002027565964657363
edge_density,resize_320x180,0.014861111111111117
blur,resize_320x180,127.2754759515459
corner_count,resize_320x180,132.0
contrast,resize_320x180,0.876237098198196
keypoint_count,resize_320x180,1857.0
colorfulness,resize_320x180,0.2625709358384256
brightness,resize_320x180,0.0010416666666657193
entropy,resize_320x180,0.0035676956176757812
text_length,resize_320x180,0.0
text_count,resize_320x180,0.0
text_presence,resize_320x180,0.0
face_count,resize_320x180,0.0
symmetry,resize_320x180,0.004830519244734877
edge_density,resize_240x135,0.03424768518518519
blur,resize_240x135,771.3209140622956
corner_count,resize_240x135,170.0
contrast,resize_240x135,0.7427745267824477
keypoint_count,resize_240x135,2272.0
colorfulness,resize_240x135,0.47239903744977596
brightness,resize_240x135,0.06501543209876104
entropy,resize_240x135,0.020140647888183594
text_length,resize_240x135,0.0
text_count,resize_240x135,0.0
text_presence,resize_240x135,0.0
face_count,resize_240x135,0.0
symmetry,resize_240x135,0.0041389796659403455
edge_density,resize_160x90,0.057881944444444444
blur,resize_160x90,2629.2577632116254
corner_count,resize_160x90,207.0
contrast,resize_160x90,0.15857408044468002
keypoint_count,resize_160x90,2632.0
colorfulness,resize_160x90,0.2569808843014414
brightness,resize_160x90,0.5834722222222126
entropy,resize_160x90,0.004837989807128906
text_length,resize_160x90,0.0
text_count,resize_160x90,0.0
text_presence,resize_160x90,0.0
face_count,resize_160x90,0.0
symmetry,resize_160x90,0.002437817719680435
edge_density,resize_426x240,0.002720559467918625
blur,resize_426x240,244.17274545127452
corner_count,resize_426x240,84.0
contrast,resize_426x240,0.6991819239043053
keypoint_count,resize_426x240,1244.0
colorfulness,resize_426x240,0.0076443233546825695
brightness,resize_426x240,0.04277582159625126
entropy,resize_426x240,0.01092529296875
text_length,resize_426x240,0.0
text_count,resize_426x240,0.0
text_presence,resize_426x240,0.0
face_count,resize_426x240,0.0
symmetry,resize_426x240,0.0035761619462599814
edge_density,compress,0.011597222222222217
blur,compress,821.315154473199
corner_count,compress,41.0
contrast,compress,0.44891031874404064
keypoint_count,compress,343.0
colorfulness,compress,0.5544005444369873
brightness,compress,0.07423032407406538
entropy,compress,0.06567764282226562
text_length,compress,0.0
text_count,compress,0.0
text_presence,compress,0.0
face_count,compress,0.0
symmetry,compress,0.004515114379085028
edge_density,blur,0.021585648148148145
blur,blur,943.821828738801
corner_count,blur,15.0
contrast,blur,1.819664350646228
keypoint_count,blur,1180.0
colorfulness,blur,0.2704879296271372
brightness,blur,0.0014872685185167711
entropy,blur,0.02071523666381836
text_length,blur,0.0
text_count,blur,0.0
text_presence,blur,0.0
face_count,blur,0.0
symmetry,blur,0.01020837872185909
edge_density,noise,0.31383680555555554
blur,noise,79504.16966510176
corner_count,noise,549.0
contrast,noise,16.381398946099722
keypoint_count,noise,1747.0
colorfulness,noise,21.759011216669805
brightness,noise,89.92668402777777
entropy,noise,0.4190254211425781
text_length,noise,0.0
text_count,noise,0.0
text_presence,noise,0.0
face_count,noise,0.0
symmetry,noise,0.2030521514161221
edge_density,resize_640x360,0.00957320601851852
blur,resize_640x360,768.2923732384053
corner_count,resize_640x360,46.0
contrast,resize_640x360,0.3380135486695366
keypoint_count,resize_640x360,276.0
colorfulness,resize_640x360,0.007182128736872073
brightness,resize_640x360,0.029755497685187038
entropy,resize_640x360,0.005434989929199219
text_length,resize_640x360,0.0
text_count,resize_640x360,0.0
text_presence,resize_640x360,0.0
face_count,resize_640x360,0.0
symmetry,resize_640x360,0.0017194875635440088
edge_density,resize_480x270,0.007038966049382714
blur,resize_480x270,116.97536216200206
corner_count,resize_480x270,77.0
contrast,resize_480x270,0.3491169410904007
keypoint_count,resize_480x270,824.0
colorfulness,resize_480x270,0.011646126937080226
brightness,resize_480x270,0.026691743827157666
entropy,resize_480x270,0.008845806121826172
text_length,resize_480x270,0.0
text_count,resize_480x270,0.0
text_presence,resize_480x270,0.0
face_count,resize_480x270,0.0
symmetry,resize_480x270,0.001748018034374299
edge_density,resize_320x180,0.027731481481481482
blur,resize_320x180,306.28193799404175
corner_count,resize_320x180,172.0
contrast,resize_320x180,0.602546876763256
keypoint_count,resize_320x180,2438.0
colorfulness,resize_320x180,0.047152132913140576
brightness,resize_320x180,0.039525462962956226
entropy,resize_320x180,0.004349708557128906
text_length,resize_320x180,0.0
text_count,resize_320x180,0.0
text_presence,resize_320x180,0.0
face_count,resize_320x180,0.0
symmetry,resize_320x180,0.003827705156136618
edge_density,resize_240x135,0.04750964506172839
blur,resize_240x135,1407.4086436945743
corner_count,resize_240x135,216.0
contrast,resize_240x135,0.5289795063281986
keypoint_count,resize_240x135,2980.0
colorfulness,resize_240x135,0.1967834117659777
brightness,resize_240x135,0.07011381172839037
entropy,resize_240x135,0.016725540161132812
text_length,resize_240x135,0.0
text_count,resize_240x135,0.0
text_presence,resize_240x135,0.0
face_count,resize_240x135,0.0
symmetry,resize_240x135,0.003981617647058844
edge_density,resize_160x90,0.07358217592592593
blur,resize_160x90,2583.101531580376
corner_count,resize_160x90,257.0
contrast,resize_160x90,0.7907588740960563
keypoint_count,resize_160x90,3389.0
colorfulness,resize_160x90,0.16970715861833696
brightness,resize_160x90,0.11264467592592098
entropy,resize_160x90,0.014075279235839844
text_length,resize_160x90,0.0
text_count,resize_160x90,0.0
text_presence,resize_160x90,0.0
face_count,resize_160x90,0.0
symmetry,resize_160x90,0.004430782498184516
edge_density,resize_426x240,0.010386753390714654
blur,resize_426x240,392.51074501798644
corner_count,resize_426x240,102.0
contrast,resize_426x240,0.7078396716242139
keypoint_count,resize_426x240,1526.0
colorfulness,resize_426x240,0.0791799093396719
brightness,resize_426x240,0.04414115479916347
entropy,resize_426x240,0.0062198638916015625
text_length,resize_426x240,0.0
text_count,resize_426x240,0.0
text_presence,resize_426x240,0.0
face_count,resize_426x240,0.0
symmetry,resize_426x240,0.003266463249358198
edge_density,compress,0.01561342592592592
blur,compress,1108.8566500286677
corner_count,compress,48.0
contrast,compress,0.30464216614420536
keypoint_count,compress,178.0
colorfulness,compress,0.27202266761099736
brightness,compress,0.054178240740739625
entropy,compress,0.03013134002685547
text_length,compress,0.0
text_count,compress,0.0
text_presence,compress,0.0
face_count,compress,0.0
symmetry,compress,0.003713053740014516
edge_density,blur,0.03197337962962963
blur,blur,1481.4080401237245
corner_count,blur,29.0
contrast,blur,1.803982647736376
keypoint_count,blur,1699.0
colorfulness,blur,0.11137545411648375
brightness,blur,0.000989583333335986
entropy,blur,0.0066204071044921875
text_length,blur,0.0
text_count,blur,0.0
text_presence,blur,0.0
face_count,blur,0.0
symmetry,blur,0.009354802106027682
edge_density,noise,0.2644155092592593
blur,noise,61279.318126201506
corner_count,noise,497.0
contrast,noise,4.954383716768305
keypoint_count,noise,681.0
colorfulness,noise,8.14759714565291
brightness,noise,76.38067708333332
entropy,noise,0.4871835708618164
text_length,noise,0.0
text_count,noise,0.0
text_presence,noise,0.0
face_count,noise,0.0
symmetry,noise,0.13144848402323883
edge_density,resize_640x360,0.011743344907407402
blur,resize_640x360,1145.930332658179
corner_count,resize_640x360,73.0
contrast,resize_640x360,0.49533971617535144
keypoint_count,resize_640x360,345.0
colorfulness,resize_640x360,0.09202577344676399
brightness,resize_640x360,0.03885271990741046
entropy,resize_640x360,0.00985860824584961
text_length,resize_640x360,0.0
text_count,resize_640x360,0.0
text_presence,resize_640x360,0.0
face_count,resize_640x360,0.0
symmetry,resize_640x360,0.002396820533769106
edge_density,resize_480x270,0.008464506172839503
blur,resize_480x270,87.30268129046999
corner_count,resize_480x270,77.0
contrast,resize_480x270,0.4781573301236648
keypoint_count,resize_480x270,610.0
colorfulness,resize_480x270,0.08605466004767948
brightness,resize_480x270,0.05513310185185105
entropy,resize_480x270,0.015172481536865234
text_length,resize_480x270,0.0
text_count,resize_480x270,0.0
text_presence,resize_480x270,0.0
face_count,resize_480x270,0.0
symmetry,resize_480x270,0.0018746520213023254
edge_density,resize_320x180,0.03637731481481482
blur,resize_320x180,490.4402121334879
corner_count,resize_320x180,178.0
contrast,resize_320x180,1.3001678620854875
keypoint_count,resize_320x180,2541.0
colorfulness,resize_320x180,0.16044409077913713
brightness,resize_320x180,0.033640046296298465
entropy,resize_320x180,0.023540019989013672
text_length,resize_320x180,0.0
text_count,resize_320x180,0.0
text_presence,resize_320x180,0.0
face_count,resize_320x180,0.0
symmetry,resize_320x180,0.004769199346405295
edge_density,resize_240x135,0.05719907407407408
blur,resize_240x135,2651.0660023400733
corner_count,resize_240x135,222.0
contrast,resize_240x135,1.0067775013320812
keypoint_count,resize_240x135,3362.0
colorfulness,resize_240x135,0.06534502369026995
brightness,resize_240x135,0.2009047067901264
entropy,resize_240x135,0.014834880828857422
text_length,resize_240x135,0.0
text_count,resize_240x135,0.0
text_presence,resize_240x135,0.0
face_count,resize_240x135,0.0
symmetry,resize_240x135,0.00545731965625762
edge_density,resize_160x90,0.09217592592592593
blur,resize_160x90,7836.201751250242
corner_count,resize_160x90,263.0
contrast,resize_160x90,0.7965499586274092
keypoint_count,resize_160x90,3893.0
colorfulness,resize_160x90,0.0005464498644869309
brightness,resize_160x90,0.6426678240740671
entropy,resize_160x90,0.02174234390258789
text_length,resize_160x90,0.0
text_count,resize_160x90,0.0
text_presence,resize_160x90,0.0
face_count,resize_160x90,0.0
symmetry,resize_160x90,0.003015114379084971
edge_density,resize_426x240,0.013597091810119977
blur,resize_426x240,311.1651721321314
corner_count,resize_426x240,114.0
contrast,resize_426x240,0.8867228254098478
keypoint_count,resize_426x240,1224.0
colorfulness,resize_426x240,0.13140349750752023
brightness,resize_426x240,0.0756860491653697
entropy,resize_426x240,0.022298336029052734
text_length,resize_426x240,0.0
text_count,resize_426x240,0.0
text_presence,resize_426x240,0.0
face_count,resize_426x240,0.0
symmetry,resize_426x240,0.00387188353432133
edge_density,compress,0.013020833333333329
blur,compress,1533.2321238839527
corner_count,compress,52.0
contrast,compress,0.054295293132909705
keypoint_count,compress,83.0
colorfulness,compress,0.5150310896689518
brightness,compress,0.056012731481487776
entropy,compress,0.0301971435546875
text_length,compress,0.0
text_count,compress,0.0
text_presence,compress,0.0
face_count,compress,0.0
symmetry,compress,0.0014966866376180388
edge_density,blur,0.027800925925925923
blur,blur,2233.9563375976895
corner_count,blur,7.0
contrast,blur,3.012239807744834
keypoint_count,blur,1102.0
colorfulness,blur,0.2972240561219621
brightness,blur,0.0008680555555571345
entropy,blur,0.055486202239990234
text_length,blur,0.0
text_count,blur,0.0
text_presence,blur,0.0
face_count,blur,0.0
symmetry,blur,0.011984840232389327
edge_density,noise,0.23590277777777774
blur,noise,72118.56648138611
corner_count,noise,476.0
contrast,noise,8.868185584879853
keypoint_count,noise,516.0
colorfulness,noise,5.156735787319533
brightness,noise,80.70880787037038
entropy,noise,0.3933992385864258
text_length,noise,0.0
text_count,noise,0.0
text_presence,noise,0.0
face_count,noise,0.0
symmetry,noise,0.03744408133623811
edge_density,resize_640x360,0.010371817129629625
blur,resize_640x360,859.2426277395742
corner_count,resize_640x360,58.0
contrast,resize_640x360,0.47225828496129907
keypoint_count,resize_640x360,356.0
colorfulness,resize_640x360,0.0671996625415403
brightness,resize_640x360,0.02253327546296191
entropy,resize_640x360,0.0007715225219726562
text_length,resize_640x360,0.0
text_count,resize_640x360,0.0
text_presence,resize_640x360,0.0
face_count,resize_640x360,0.0
symmetry,resize_640x360,0.0018961624001452293
edge_density,resize_480x270,0.0037962962962962976
blur,resize_480x270,114.2689444184823
corner_count,resize_480x270,69.0
contrast,resize_480x270,0.3603821103839522
keypoint_count,resize_480x270,836.0
colorfulness,resize_480x270,0.03864913003849324
brightness,resize_480x270,0.016807484567891606
entropy,resize_480x270,0.008379936218261719
text_length,resize_480x270,0.0
text_count,resize_480x270,0.0
text_presence,resize_480x270,0.0
face_count,resize_480x270,0.0
symmetry,resize_480x270,0.001599355482933884
edge_density,resize_320x180,0.021012731481481486
blur,resize_320x180,98.95276067617897
corner_count,resize_320x180,172.0
contrast,resize_320x180,1.0471237398166835
keypoint_count,resize_320x180,2675.0
colorfulness,resize_320x180,0.057041173123337785
brightness,resize_320x180,0.0015682870370454793
entropy,resize_320x180,0.011854171752929688
text_length,resize_320x180,0.0
text_count,resize_320x180,0.0
text_presence,resize_320x180,0.0
face_count,resize_320x180,0.0
symmetry,resize_320x180,0.004180782498184432
edge_density,resize_240x135,0.037932098765432104
blur,resize_240x135,1002.2462305172769
corner_count,resize_240x135,215.0
contrast,resize_240x135,1.1329552967779364
keypoint_count,resize_240x135,3436.0
colorfulness,resize_240x135,0.07066412637951203
brightness,resize_240x135,0.0023051697531002446
entropy,resize_240x135,0.015381813049316406
text_length,resize_240x135,0.0
text_count,resize_240x135,0.0
text_presence,resize_240x135,0.0
face_count,resize_240x135,0.0
symmetry,resize_240x135,0.004175426652142322
edge_density,resize_160x90,0.06912037037037037
blur,resize_160x90,4420.304762726961
corner_count,resize_160x90,245.0
contrast,resize_160x90,0.4366561699637117
keypoint_count,resize_160x90,3996.0
colorfulness,resize_160x90,0.03863686593949467
brightness,resize_160x90,0.5554108796296191
entropy,resize_160x90,0.006618976593017578
text_length,resize_160x90,0.0
text_count,resize_160x90,0.0
text_presence,resize_160x90,0.0
face_count,resize_160x90,0.0
symmetry,resize_160x90,0.0013177650689906173
edge_density,resize_426x240,0.005640323422013566
blur,resize_426x240,460.17590968355853
corner_count,resize_426x240,133.0
contrast,resize_426x240,0.8421533990096322
keypoint_count,resize_426x240,1490.0
colorfulness,resize_426x240,0.05265671974781583
brightness,resize_426x240,0.04854451943141669
entropy,resize_426x240,0.0018200874328613281
text_length,resize_426x240,0.0
text_count,resize_426x240,0.0
text_presence,resize_426x240,0.0
face_count,resize_426x240,0.0
symmetry,resize_426x240,0.0031305546605705503
edge_density,compress,0.016707175925925938
blur,compress,1111.4570111402143
corner_count,compress,35.0
contrast,compress,0.46776414007433686
keypoint_count,compress,54.0
colorfulness,compress,0.5283290305247732
brightness,compress,0.018784722222235928
entropy,compress,0.024590015411376953
text_length,compress,0.0
text_count,compress,0.0
text_presence,compress,0.0
face_count,compress,0.0
symmetry,compress,0.0031152868554829016
edge_density,blur,0.02612268518518518
blur,blur,1564.1075247136957
corner_count,blur,20.0
contrast,blur,2.247233448255905
keypoint_count,blur,1255.0
colorfulness,blur,0.08555480969697271
brightness,blur,0.006116898148135874
entropy,blur,0.005351066589355469
text_length,blur,0.0
text_count,blur,0.0
text_presence,blur,0.0
face_count,blur,0.0
symmetry,blur,0.010047158678286094
edge_density,noise,0.2915856481481482
blur,noise,77204.48879980737
corner_count,noise,502.0
contrast,noise,6.165610298404843
keypoint_count,noise,512.0
colorfulness,noise,12.986941986053864
brightness,noise,88.11202546296296
entropy,noise,0.34153032302856445
text_length,noise,0.0
text_count,noise,0.0
text_presence,noise,0.0
face_count,noise,0.0
symmetry,noise,0.13157725127087871
edge_density,resize_640x360,0.011323784722222223
blur,resize_640x360,431.12915536629
corner_count,resize_640x360,67.0
contrast,resize_640x360,0.2539914743060194
keypoint_count,resize_640x360,261.0
colorfulness,resize_640x360,0.014154605614692173
brightness,resize_640x360,0.01788339120371063
entropy,resize_640x360,0.0018739700317382812
text_length,resize_640x360,0.0
text_count,resize_640x360,0.0
text_presence,resize_640x360,0.0
face_count,resize_640x360,1.0
symmetry,resize_640x360,0.0015916053921568585
edge_density,resize_480x270,0.001419753086419756
blur,resize_480x270,39.450671807369304
corner_count,resize_480x270,67.0
contrast,resize_480x270,0.15987352953895595
keypoint_count,resize_480x270,827.0
colorfulness,resize_480x270,0.010262970095922697
brightness,resize_480x270,0.012453703703698693
entropy,resize_480x270,0.008881568908691406
text_length,resize_480x270,0.0
text_count,resize_480x270,0.0
text_presence,resize_480x270,0.0
face_count,resize_480x270,0.0
symmetry,resize_480x270,0.0009741587993222778
edge_density,resize_320x180,0.008923611111111104
blur,resize_320x180,193.5085122447074
corner_count,resize_320x180,184.0
contrast,resize_320x180,0.5171908349573187
keypoint_count,resize_320x180,2287.0
colorfulness,resize_320x180,0.0289033964982508
brightness,resize_320x180,0.016973379629632745
entropy,resize_320x180,0.011925697326660156
text_length,resize_320x180,0.0
text_count,resize_320x180,0.0
text_presence,resize_320x180,0.0
face_count,resize_320x180,0.0
symmetry,resize_320x180,0.0030164760348584396
edge_density,resize_240x135,0.0180324074074074
blur,resize_240x135,675.9311260888838
corner_count,resize_240x135,218.0
contrast,resize_240x135,0.5600307039225498
keypoint_count,resize_240x135,2784.0
colorfulness,resize_240x135,0.01051736652571833
brightness,resize_240x135,0.03418981481480898
entropy,resize_240x135,0.01841115951538086
text_length,resize_240x135,0.0
text_count,resize_240x135,0.0
text_presence,resize_240x135,0.0
face_count,resize_240x135,1.0
symmetry,resize_240x135,0.0030968288549988454
edge_density,resize_160x90,0.03638888888888889
blur,resize_160x90,2279.9746279468673
corner_count,resize_160x90,264.0
contrast,resize_160x90,0.08201831940536408
keypoint_count,resize_160x90,3143.0
colorfulness,resize_160x90,0.13597591272227305
brightness,resize_160x90,0.6187731481481507
entropy,resize_160x90,0.010417938232421875
text_length,resize_160x90,0.0
text_count,resize_160x90,0.0
text_presence,resize_160x90,0.0
face_count,resize_160x90,1.0
symmetry,resize_160x90,0.0015871459694989376
edge_density,resize_426x240,0.0004235133020344256
blur,resize_426x240,157.00841200736602
corner_count,resize_426x240,111.0
contrast,resize_426x240,0.4084344688097872
keypoint_count,resize_426x240,1490.0
colorfulness,resize_426x240,0.013363554806332445
brightness,resize_426x240,0.06360165623370051
entropy,resize_426x240,0.0005092620849609375
text_length,resize_426x240,0.0
text_count,resize_426x240,0.0
text_presence,resize_426x240,0.0
face_count,resize_426x240,0.0
symmetry,resize_426x240,0.002510785847985586
edge_density,compress,0.015740740740740736
blur,compress,725.3962830827292
corner_count,compress,57.0
contrast,compress,0.3920871292417445
keypoint_count,compress,285.0
colorfulness,compress,0.5900574528984777
brightness,compress,0.10203124999999602
entropy,compress,0.0012598037719726562
text_length,compress,0.0
text_count,compress,0.0
text_presence,compress,0.0
face_count,compress,0.0
symmetry,compress,0.004186319898329627
edge_density,blur,0.039398148148148154
blur,blur,730.9336971330054
corner_count,blur,9.0
contrast,blur,1.1448252664283984
keypoint_count,blur,1780.0
colorfulness,blur,0.10045072505741359
brightness,blur,0.002910879629624219
entropy,blur,0.014687061309814453
text_length,blur,0.0
text_count,blur,0.0
text_presence,blur,0.0
face_count,blur,0.0
symmetry,blur,0.007521014887436506
edge_density,noise,0.26783564814814814
blur,noise,67137.61523524974
corner_count,noise,498.0
contrast,noise,2.8755856683148693
keypoint_count,noise,1091.0
colorfulness,noise,6.107099357507721
brightness,noise,82.10674189814814
entropy,noise,0.37343454360961914
text_length,noise,0.0
text_count,noise,0.0
text_presence,noise,0.0
face_count,noise,1.0
symmetry,noise,0.16384517973856205
edge_density,resize_640x360,0.00615451388888889
blur,resize_640x360,448.3560336430471
corner_count,resize_640x360,7.0
contrast,resize_640x360,0.24762295160316228
keypoint_count,resize_640x360,79.0
colorfulness,resize_640x360,0.1066277753893985
brightness,resize_640x360,0.00012731481481864648
entropy,resize_640x360,0.013921260833740234
text_length,resize_640x360,0.0
text_count,resize_640x360,0.0
text_presence,resize_640x360,0.0
face_count,resize_640x360,0.0
symmetry,resize_640x360,0.0009548157225852671
edge_density,resize_480x270,0.004174382716049384
blur,resize_480x270,47.55316812085334
corner_count,resize_480x270,26.0
contrast,resize_480x270,0.1997107293798024
keypoint_count,resize_480x270,399.0
colorfulness,resize_480x270,0.0366474893713189
brightness,resize_480x270,0.03449459876543415
entropy,resize_480x270,0.005044460296630859
text_length,resize_480x270,0.0
text_count,resize_480x270,0.0
text_presence,resize_480x270,0.0
face_count,resize_480x270,0.0
symmetry,resize_480x270,0.0006188574195109542
edge_density,resize_320x180,0.017760416666666667
blur,resize_320x180,140.12518520943172
corner_count,resize_320x180,43.0
contrast,resize_320x180,0.669833298114483
keypoint_count,resize_320x180,1099.0
colorfulness,resize_320x180,0.21596472018484292
brightness,resize_320x180,0.04015046296295566
entropy,resize_320x180,0.026079654693603516
text_length,resize_320x180,0.0
text_count,resize_320x180,0.0
text_presence,resize_320x180,0.0
face_count,resize_320x180,0.0
symmetry,resize_320x180,0.0018105482933914452
edge_density,resize_240x135,0.028711419753086415
blur,resize_240x135,677.085201096932
corner_count,resize_240x135,61.0
contrast,resize_240x135,0.7457066652530102
keypoint_count,resize_240x135,1334.0
colorfulness,resize_240x135,0.13631432471287042
brightness,resize_240x135,0.04015046296295566
entropy,resize_240x135,0.007297039031982422
text_length,resize_240x135,0.0
text_count,resize_240x135,0.0
text_presence,resize_240x135,0.0
face_count,resize_240x135,0.0
symmetry,resize_240x135,0.0019070442992011882
edge_density,resize_160x90,0.056874999999999995
blur,resize_160x90,2816.33821472332
corner_count,resize_160x90,80.0
contrast,resize_160x90,0.11733468692715121
keypoint_count,resize_160x90,1575.0
colorfulness,resize_160x90,0.10411530737995633
brightness,resize_160x90,0.4062384259259346
entropy,resize_160x90,0.002387523651123047
text_length,resize_160x90,0.0
text_count,resize_160x90,0.0
text_presence,resize_160x90,0.0
face_count,resize_160x90,1.0
symmetry,resize_160x90,0.0010824255628176793
edge_density,resize_426x240,0.00774550078247261
blur,resize_426x240,229.89884898688592
corner_count,resize_426x240,30.0
contrast,resize_426x240,0.4832013511076809
keypoint_count,resize_426x240,718.0
colorfulness,resize_426x240,0.12767774877622173
brightness,resize_426x240,0.026795611632749683
entropy,resize_426x240,0.044527530670166016
text_length,resize_426x240,0.0
text_count,resize_426x240,0.0
text_presence,resize_426x240,0.0
face_count,resize_426x240,0.0
symmetry,resize_426x240,0.0014375044749250776
edge_density,compress,0.0057175925925925936
blur,compress,421.23984443650716
corner_count,compress,13.0
contrast,compress,0.09079349688803973
keypoint_count,compress,377.0
colorfulness,compress,0.2453638637143314
brightness,compress,0.025636574074084706
entropy,compress,0.06540250778198242
text_length,compress,0.0
text_count,compress,0.0
text_presence,compress,0.0
face_count,compress,0.0
symmetry,compress,0.0016587690631808538
edge_density,blur,0.011793981481481482
blur,blur,847.0911245401517
corner_count,blur,6.0
contrast,blur,1.3424755402135133
keypoint_count,blur,659.0
colorfulness,blur,0.2532532754457293
brightness,blur,0.013506944444444002
entropy,blur,0.10976791381835938
text_length,blur,0.0
text_count,blur,0.0
text_presence,blur,0.0
face_count,blur,0.0
symmetry,blur,0.004026506899055926
edge_density,noise,0.26957175925925925
blur,noise,71553.00122487261
corner_count,noise,688.0
contrast,noise,7.314493596064693
keypoint_count,noise,2765.0
colorfulness,noise,45.7804274414584
brightness,noise,79.82492476851851
entropy,noise,0.5823988914489746
text_length,noise,0.0
text_count,noise,0.0
text_presence,noise,0.0
face_count,noise,0.0
symmetry,noise,0.17388575708061005
edge_density,resize_640x360,0.009499421296296301
blur,resize_640x360,666.4705537662646
corner_count,resize_640x360,27.0
contrast,resize_640x360,0.31661303648267136
keypoint_count,resize_640x360,177.0
colorfulness,resize_640x360,0.006057864502594157
brightness,resize_640x360,0.019405381944444855
entropy,resize_640x360,0.012218475341796875
text_length,resize_640x360,0.0
text_count,resize_640x360,0.0
text_presence,resize_640x360,0.0
face_count,resize_640x360,0.0
symmetry,resize_640x360,0.001419764433551185
edge_density,resize_480x270,0.0038213734567901225
blur,resize_480x270,129.95078918639365
corner_count,resize_480x270,7.0
contrast,resize_480x270,0.29237522287894535
keypoint_count,resize_480x270,718.0
colorfulness,resize_480x270,0.009436671673370256
brightness,resize_480x270,0.00931712962962905
entropy,resize_480x270,0.005311489105224609
text_length,resize_480x270,0.0
text_count,resize_480x270,0.0
text_presence,resize_480x270,0.0
face_count,resize_480x270,0.0
symmetry,resize_480x270,0.0009203582667635102
edge_density,resize_320x180,0.023425925925925926
blur,resize_320x180,1.4691262451169678
corner_count,resize_320x180,73.0
contrast,resize_320x180,0.6619848476145336
keypoint_count,resize_320x180,1804.0
colorfulness,resize_320x180,0.001933112869977549
brightness,resize_320x180,0.0036805555555545766
entropy,resize_320x180,0.005660057067871094
text_length,resize_320x180,0.0
text_count,resize_320x180,0.0
text_presence,resize_320x180,0.0
face_count,resize_320x180,0.0
symmetry,resize_320x180,0.0029264705882353637
edge_density,resize_240x135,0.03539544753086419
blur,resize_240x135,397.4857977765789
corner_count,resize_240x135,96.0
contrast,resize_240x135,0.8578718821889311
keypoint_count,resize_240x135,2231.0
colorfulness,resize_240x135,0.08209090000391939
brightness,resize_240x135,0.0731057098765433
entropy,resize_240x135,0.00012826919555664062
text_length,resize_240x135,0.0
text_count,resize_240x135,0.0
text_presence,resize_240x135,0.0
face_count,resize_240x135,0.0
symmetry,resize_240x135,0.0028090656015493654
edge_density,resize_160x90,0.06656828703703704
blur,resize_160x90,2271.702889742778
corner_count,resize_160x90,130.0
contrast,resize_160x90,0.2859887841326625
keypoint_count,resize_160x90,2538.0
colorfulness,resize_160x90,0.01851123225834783
brightness,resize_160x90,0.6100347222222169
entropy,resize_160x90,0.014108657836914062
text_length,resize_160x90,0.0
text_count,resize_160x90,0.0
text_presence,resize_160x90,0.0
face_count,resize_160x90,0.0
symmetry,resize_160x90,0.0006655773420479738
edge_density,resize_426x240,0.007147316770996344
blur,resize_426x240,421.6431576952732
corner_count,resize_426x240,17.0
contrast,resize_426x240,0.6416410309156433
